2021 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2022),2021 Passengers (10% sample),,,,,,,,,,,
181,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,403.89,605.25,"8,897",,,,,,,,,,,
182,BFL,Meadows Field,Bakersfield,CA,406.65,609.39,"8,531",,,,,,,,,,,
183,GRK,Robert Gray AAF,Killeen,TX,404.63,606.36,"8,517",,,,,,,,,,,
184,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,356.32,533.96,"8,170",,,,,,,,,,,
185,MOT,Minot International,Minot,ND,488.31,731.76,"7,755",,,,,,,,,,,
186,SGU,St George Regional,St. George,UT,375.22,562.29,"7,705",,,,,,,,,,,
187,GTF,Great Falls International,Great Falls,MT,418.89,627.72,"7,637",,,,,,,,,,,
188,RFD,Chicago/Rockford International,Rockford,IL,241.77,362.31,"7,383",,,,,,,,,,,
189,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,539.04,807.78,"7,337",,,,,,,,,,,
190,STX,Henry E. Rohlsen,Christiansted,VI,426.87,639.69,"7,334",,,,,,,,,,,
191,MTJ,Montrose Regional,Montrose/Delta,CO,464.46,696.02,"7,013",,,,,,,,,,,
192,SCE,University Park,State College,PA,433.58,649.74,"6,866",,,,,,,,,,,
193,DLH,Duluth International,Duluth,MN,440.83,660.61,"6,652",,,,,,,,,,,
194,MGM,Montgomery Regional,Montgomery,AL,429.05,642.96,"6,584",,,,,,,,,,,
195,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,395.64,592.89,"6,574",,,,,,,,,,,
196,HHH,Hilton Head Airport,Hilton Head,SC,388.66,582.43,"6,408",,,,,,,,,,,
197,LBE,Arnold Palmer Regional,Latrobe,PA,401.85,602.20,"6,136",,,,,,,,,,,
198,BRO,Brownsville South Padre Island International,Brownsville,TX,411.56,616.74,"6,127",,,,,,,,,,,
199,LAN,Capital Region International,Lansing,MI,344.89,516.84,"5,888",,,,,,,,,,,
200,LRD,Laredo International,Laredo,TX,397.86,596.21,"5,865",,,,,,,,,,,
201,AEX,Alexandria International,Alexandria,LA,428.52,642.16,"5,806",,,,,,,,,,,
202,CWA,Central Wisconsin,Mosinee,WI,400.56,600.26,"5,754",,,,,,,,,,,
203,TOL,Eugene F Kranz Toledo Express,Toledo,OH,344.02,515.54,"5,563",,,,,,,,,,,
204,LSE,La Crosse Regional,La Crosse,WI,421.53,631.69,"5,497",,,,,,,,,,,
205,EGE,Eagle County Regional,Eagle,CO,480.24,719.66,"5,285",,,,,,,,,,,
206,YUM,Yuma MCAS/Yuma International,Yuma,AZ,462.33,692.83,"5,255",,,,,,,,,,,
207,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,410.95,615.83,"5,176",,,,,,,,,,,
208,RST,Rochester International,Rochester,MN,423.71,634.94,"5,139",,,,,,,,,,,
209,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,253.71,380.20,"5,060",,,,,,,,,,,
210,LNK,Lincoln Airport,Lincoln,NE,393.33,589.42,"5,033",,,,,,,,,,,
211,ELM,Elmira/Corning Regional,Elmira/Corning,NY,417.62,625.82,"5,016",,,,,,,,,,,
212,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,374.81,561.67,"4,875",,,,,,,,,,,
213,MLU,Monroe Regional,Monroe,LA,406.79,609.60,"4,860",,,,,,,,,,,
214,FLG,Flagstaff Pulliam,Flagstaff,AZ,403.22,604.25,"4,845",,,,,,,,,,,
215,COU,Columbia Regional,Columbia,MO,415.12,622.08,"4,701",,,,,,,,,,,
216,HDN,Yampa Valley,Hayden,CO,420.30,629.83,"4,571",,,,,,,,,,,
217,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,380.17,569.70,"4,529",,,,,,,,,,,
218,ERI,Erie International/Tom Ridge Field,Erie,PA,318.01,476.55,"4,465",,,,,,,,,,,
219,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,312.86,468.84,"4,411",,,,,,,,,,,
220,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,468.13,701.51,"4,256",,,,,,,,,,,
221,ABI,Abilene Regional,Abilene,TX,399.27,598.33,"4,199",,,,,,,,,,,
222,ACK,Nantucket Memorial,Nantucket,MA,485.40,727.40,"4,191",,,,,,,,,,,
223,MBS,MBS International,Saginaw/Bay City/Midland,MI,406.58,609.28,"4,177",,,,,,,,,,,
224,GFK,Grand Forks International,Grand Forks,ND,477.06,714.90,"4,123",,,,,,,,,,,
225,SAF,Santa Fe Municipal,Santa Fe,NM,671.24,1005.90,"4,034",,,,,,,,,,,
226,SPI,Abraham Lincoln Capital,Springfield,IL,395.59,592.82,"4,033",,,,,,,,,,,
227,KTN,Ketchikan International,Ketchikan,AK,429.45,643.55,"4,031",,,,,,,,,,,
228,GUM,Guam International,Guam,TT,1267.62,1899.60,"3,980",,,,,,,,,,,
229,BET,Bethel Airport,Bethel,AK,380.35,569.97,"3,893",,,,,,,,,,,
230,CPR,Casper/Natrona County International,Casper,WY,428.78,642.56,"3,792",,,,,,,,,,,
231,HLN,Helena Regional,Helena,MT,461.28,691.25,"3,759",,,,,,,,,,,
232,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,437.22,655.20,"3,753",,,,,,,,,,,
233,GRI,Central Nebraska Regional,Grand Island,NE,425.85,638.16,"3,669",,,,,,,,,,,
234,CLL,Easterwood Field,College Station/Bryan,TX,421.15,631.12,"3,608",,,,,,,,,,,
235,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,346.41,519.12,"3,513",,,,,,,,,,,
236,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,333.04,499.07,"3,452",,,,,,,,,,,
237,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,379.23,568.30,"3,427",,,,,,,,,,,
238,CMI,University of Illinois/Willard,Champaign/Urbana,IL,389.19,583.22,"3,301",,,,,,,,,,,
239,RDD,Redding Municipal,Redding,CA,398.65,597.40,"3,292",,,,,,,,,,,
240,LCH,Lake Charles Regional,Lake Charles,LA,460.86,690.63,"3,278",,,,,,,,,,,
241,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,441.13,661.06,"3,259",,,,,,,,,,,
242,MQT,Sawyer International,Marquette,MI,384.09,575.57,"3,013",,,,,,,,,,,
243,PUW,Pullman Moscow Regional,Pullman,WA,366.97,549.92,"2,983",,,,,,,,,,,
244,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,366.69,549.50,"2,852",,,,,,,,,,,
245,EAT,Pangborn Memorial,Wenatchee,WA,350.06,524.58,"2,816",,,,,,,,,,,
246,SIT,Sitka Rocky Gutierrez,Sitka,AK,375.10,562.11,"2,765",,,,,,,,,,,
247,PSM,Portsmouth International at Pease,Portsmouth,NH,123.12,184.50,"2,731",,,,,,,,,,,
248,CSG,Columbus Airport,Columbus,GA,493.83,740.04,"2,693",,,,,,,,,,,
249,ADQ,Kodiak Airport,Kodiak,AK,553.56,829.54,"2,681",,,,,,,,,,,
250,FSM,Fort Smith Regional,Fort Smith,AR,400.18,599.68,"2,626",,,,,,,,,,,
251,ROW,Roswell Air Center,Roswell,NM,476.43,713.95,"2,572",,,,,,,,,,,
252,ACT,Waco Regional,Waco,TX,412.86,618.69,"2,483",,,,,,,,,,,
253,TYR,Tyler Pounds Regional,Tyler,TX,413.67,619.91,"2,461",,,,,,,,,,,
254,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,503.83,755.01,"2,432",,,,,,,,,,,
255,PSE,Mercedita,Ponce,PR,173.08,259.37,"2,413",,,,,,,,,,,
256,VLD,Valdosta Regional,Valdosta,GA,420.43,630.04,"2,294",,,,,,,,,,,
257,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,433.38,649.45,"2,244",,,,,,,,,,,
258,ALW,Walla Walla Regional,Walla Walla,WA,362.80,543.68,"2,204",,,,,,,,,,,
259,HVN,Tweed New Haven,New Haven,CT,329.48,493.74,"2,188",,,,,,,,,,,
260,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,412.25,617.78,"2,184",,,,,,,,,,,
261,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,374.37,561.01,"2,126",,,,,,,,,,,
262,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,422.89,633.72,"2,065",,,,,,,,,,,
263,DHN,Dothan Regional,Dothan,AL,517.46,775.44,"1,974",,,,,,,,,,,
264,GTR,Golden Triangle Regional,Columbus,MS,465.61,697.74,"1,955",,,,,,,,,,,
265,PGV,Pitt Greenville,Greenville,NC,353.13,529.18,"1,953",,,,,,,,,,,
266,LWS,Lewiston Nez Perce County,Lewiston,ID,352.82,528.71,"1,877",,,,,,,,,,,
267,ABY,Southwest Georgia Regional,Albany,GA,505.75,757.89,"1,804",,,,,,,,,,,
268,TXK,Texarkana Regional-Webb Field,Texarkana,AR,460.16,689.57,"1,730",,,,,,,,,,,
269,COD,Yellowstone Regional,Cody,WY,410.73,615.50,"1,713",,,,,,,,,,,
270,GCK,Garden City Regional,Garden City,KS,455.22,682.18,"1,657",,,,,,,,,,,
271,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,469.59,703.71,"1,639",,,,,,,,,,,
272,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,446.00,668.35,"1,631",,,,,,,,,,,
273,OTZ,Ralph Wien Memorial,Kotzebue,AK,474.51,711.08,"1,608",,,,,,,,,,,
274,BJI,Bemidji Regional,Bemidji,MN,478.20,716.61,"1,603",,,,,,,,,,,
275,BQK,Brunswick Golden Isles,Brunswick,GA,391.20,586.23,"1,518",,,,,,,,,,,
276,OME,Nome Airport,Nome,AK,480.64,720.26,"1,505",,,,,,,,,,,
