Average Domestic Airline Itinerary Fares By Origin City for 2014 Ranked by Total Number of Domestic Passengers in 2021,,,,,,,,,,,,,,,,,,
2021 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2022),2021 Passengers (10% sample),,,,,,,,,,,
22,MIA,Miami International,Miami,FL,408.79,505.35," 367,731 ",,,,,,,,,,,
23,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,340.87,421.39," 349,143 ",,,,,,,,,,,
24,AUS,Austin - Bergstrom International,Austin,TX,393.55,486.51," 322,913 ",,,,,,,,,,,
25,SLC,Salt Lake City International,Salt Lake City,UT,410.54,507.51," 321,120 ",,,,,,,,,,,
26,PDX,Portland International,Portland,OR,365.05,451.28," 318,399 ",,,,,,,,,,,
27,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,390.58,482.84," 308,850 ",,,,,,,,,,,
28,CLT,Charlotte Douglas International,Charlotte,NC,435.75,538.68," 291,628 ",,,,,,,,,,,
29,BNA,Nashville International,Nashville,TN,385.22,476.21," 290,447 ",,,,,,,,,,,
30,SMF,Sacramento International,Sacramento,CA,378.46,467.85," 265,377 ",,,,,,,,,,,
31,MDW,Chicago Midway International,Chicago-Midway,IL,332.81,411.42," 254,220 ",,,,,,,,,,,
32,RDU,Raleigh-Durham International,Raleigh/Durham,NC,385.65,476.75," 241,426 ",,,,,,,,,,,
33,STL,St Louis Lambert International,St. Louis,MO,383.96,474.65," 227,117 ",,,,,,,,,,,
34,SJU,Luis Munoz Marin International,San Juan,PR,308.05,380.82," 221,048 ",,,,,,,,,,,
35,DAL,Dallas Love Field,Dallas-Love Field,TX,297.80,368.15," 213,582 ",,,,,,,,,,,
36,MCI,Kansas City International,Kansas City,MO,379.48,469.11," 207,664 ",,,,,,,,,,,
37,IND,Indianapolis International,Indianapolis,IN,412.90,510.43," 206,535 ",,,,,,,,,,,
38,HNL,Daniel K Inouye International,Honolulu,HI,373.78,462.06," 201,225 ",,,,,,,,,,,
39,CLE,Cleveland-Hopkins International,Cleveland,OH,444.70,549.75," 199,421 ",,,,,,,,,,,
40,SJC,Norman Y. Mineta San Jose International,San Jose,CA,341.32,421.94," 194,429 ",,,,,,,,,,,
41,OAK,Metro Oakland International,Oakland,CA,307.19,379.75," 194,387 ",,,,,,,,,,,
42,MSY,Louis Armstrong New Orleans International,New Orleans,LA,362.49,448.12," 188,154 ",,,,,,,,,,,
43,IAD,Washington Dulles International,Washington-Dulles,DC,488.13,603.43," 187,452 ",,,,,,,,,,,
44,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,513.30,634.55," 183,219 ",,,,,,,,,,,
45,SNA,John Wayne Airport-Orange County,Santa Ana,CA,383.24,473.77," 182,534 ",,,,,,,,,,,
46,PIT,Pittsburgh International,Pittsburgh,PA,404.69,500.28," 181,455 ",,,,,,,,,,,
47,SAT,San Antonio International,San Antonio,TX,403.04,498.25," 180,661 ",,,,,,,,,,,
48,HOU,William P Hobby,Houston-Hobby,TX,354.63,438.40," 173,112 ",,,,,,,,,,,
49,CMH,John Glenn Columbus International,Columbus,OH,413.32,510.95," 167,522 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,329.78,407.68," 164,832 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,393.58,486.55," 142,941 ",,,,,,,,,,,
52,MKE,General Mitchell International,Milwaukee,WI,364.24,450.27," 131,320 ",,,,,,,,,,,
53,JAX,Jacksonville International,Jacksonville,FL,390.05,482.18," 129,900 ",,,,,,,,,,,
54,ONT,Ontario International,Ontario,CA,349.49,432.05," 128,292 ",,,,,,,,,,,
55,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,347.69,429.82," 120,424 ",,,,,,,,,,,
56,OMA,Eppley Airfield,Omaha,NE,398.86,493.08," 106,587 ",,,,,,,,,,,
57,MEM,Memphis International,Memphis,TN,452.44,559.31," 106,166 ",,,,,,,,,,,
58,RIC,Richmond International,Richmond,VA,426.68,527.46," 99,005 ",,,,,,,,,,,
59,BOI,Boise Air Terminal,Boise,ID,391.27,483.69," 97,566 ",,,,,,,,,,,
60,BUR,Bob Hope,Burbank,CA,291.64,360.52," 97,139 ",,,,,,,,,,,
61,ORF,Norfolk International,Norfolk,VA,441.49,545.77," 96,550 ",,,,,,,,,,,
62,CHS,Charleston AFB/International,Charleston,SC,399.86,494.31," 92,905 ",,,,,,,,,,,
63,GRR,Gerald R. Ford International,Grand Rapids,MI,439.54,543.36," 91,893 ",,,,,,,,,,,
64,OKC,Will Rogers World,Oklahoma City,OK,420.02,519.23," 91,480 ",,,,,,,,,,,
65,SDF,Louisville Muhammad Ali International,Louisville,KY,419.66,518.78," 88,375 ",,,,,,,,,,,
66,ANC,Ted Stevens Anchorage International,Anchorage,AK,522.39,645.78," 86,440 ",,,,,,,,,,,
67,GEG,Spokane International,Spokane,WA,382.75,473.16," 86,252 ",,,,,,,,,,,
68,ABQ,Albuquerque International Sunport,Albuquerque,NM,386.37,477.63," 85,944 ",,,,,,,,,,,
69,BUF,Buffalo Niagara International,Buffalo,NY,335.58,414.85," 83,896 ",,,,,,,,,,,
70,ELP,El Paso International,El Paso,TX,395.15,488.49," 83,186 ",,,,,,,,,,,
71,RNO,Reno/Tahoe International,Reno,NV,364.09,450.08," 81,805 ",,,,,,,,,,,
72,OGG,Kahului Airport,Kahului,HI,299.63,370.41," 74,704 ",,,,,,,,,,,
73,TUS,Tucson International,Tucson,AZ,397.00,490.77," 70,359 ",,,,,,,,,,,
74,PVD,Rhode Island Tf Green International,Providence,RI,359.52,444.44," 68,118 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,394.06,487.14," 67,129 ",,,,,,,,,,,
76,TUL,Tulsa International,Tulsa,OK,434.95,537.69," 64,735 ",,,,,,,,,,,
77,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,442.68,547.24," 62,393 ",,,,,,,,,,,
78,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,390.70,482.98," 62,011 ",,,,,,,,,,,
79,SAV,Savannah/Hilton Head International,Savannah,GA,446.10,551.47," 57,556 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,444.06,548.95," 57,118 ",,,,,,,,,,,
81,LGB,Long Beach Airport,Long Beach,CA,251.86,311.35," 57,022 ",,,,,,,,,,,
82,PNS,Pensacola International,Pensacola,FL,468.39,579.03," 54,946 ",,,,,,,,,,,
83,SYR,Syracuse Hancock International,Syracuse,NY,414.56,512.49," 52,889 ",,,,,,,,,,,
84,FAT,Fresno Yosemite International,Fresno,CA,415.02,513.05," 52,418 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,453.23,560.29," 49,200 ",,,,,,,,,,,
86,GSP,Greenville-Spartanburg International,Greer,SC,411.00,508.08," 49,148 ",,,,,,,,,,,
87,COS,City of Colorado Springs Municipal,Colorado Springs,CO,456.03,563.75," 48,798 ",,,,,,,,,,,
88,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,418.93,517.89," 48,278 ",,,,,,,,,,,
89,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,379.18,468.74," 47,981 ",,,,,,,,,,,
90,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,305.78,378.01," 44,410 ",,,,,,,,,,,
91,MYR,Myrtle Beach International,Myrtle Beach,SC,266.74,329.75," 44,035 ",,,,,,,,,,,
92,PWM,Portland International Jetport,Portland,ME,412.22,509.58," 43,040 ",,,,,,,,,,,
93,MSN,Dane County Regional-Truax Field,Madison,WI,505.32,624.68," 42,256 ",,,,,,,,,,,
94,BZN,Bozeman Yellowstone International,Bozeman,MT,432.74,534.96," 39,718 ",,,,,,,,,,,
95,SFB,Orlando Sanford International,Sanford,FL,108.69,134.36," 39,522 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,383.98,474.68," 39,514 ",,,,,,,,,,,
97,PIE,St Pete Clearwater International,St. Petersburg,FL,107.16,132.47," 37,944 ",,,,,,,,,,,
98,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,406.53,502.56," 37,538 ",,,,,,,,,,,
99,GSO,Piedmont Triad International,Greensboro/High Point,NC,447.34,553.01," 35,317 ",,,,,,,,,,,
100,HPN,Westchester County,White Plains,NY,393.75,486.76," 35,091 ",,,,,,,,,,,
101,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,382.67,473.06," 33,692 ",,,,,,,,,,,
102,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,122.18,151.04," 33,615 ",,,,,,,,,,,
103,AVL,Asheville Regional,Asheville,NC,387.16,478.61," 33,509 ",,,,,,,,,,,
104,XNA,Northwest Arkansas National,Fayetteville,AR,476.64,589.22," 33,498 ",,,,,,,,,,,
105,EUG,Mahlon Sweet Field,Eugene,OR,361.91,447.39," 33,026 ",,,,,,,,,,,
106,LIH,Lihue Airport,Lihue,HI,268.43,331.83," 32,532 ",,,,,,,,,,,
107,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,529.79,654.92," 31,183 ",,,,,,,,,,,
108,MDT,Harrisburg International,Harrisburg,PA,444.48,549.47," 30,949 ",,,,,,,,,,,
109,DAY,James M Cox/Dayton International,Dayton,OH,416.27,514.60," 30,855 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,384.79,475.69," 29,802 ",,,,,,,,,,,
111,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,368.47,455.51," 29,251 ",,,,,,,,,,,
112,PGD,Punta Gorda Airport,Punta Gorda,FL,117.15,144.83," 28,272 ",,,,,,,,,,,
113,ISP,Long Island MacArthur,Islip,NY,305.66,377.85," 28,265 ",,,,,,,,,,,
114,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,483.11,597.22," 27,916 ",,,,,,,,,,,
115,LEX,Blue Grass,Lexington,KY,403.37,498.65," 27,888 ",,,,,,,,,,,
116,MAF,Midland International Air and Space Port,Midland/Odessa,TX,442.00,546.40," 27,625 ",,,,,,,,,,,
117,ECP,Northwest Florida Beaches International,Panama City,FL,458.88,567.28," 26,867 ",,,,,,,,,,,
118,SGF,Springfield-Branson National,Springfield,MO,391.51,483.99," 26,473 ",,,,,,,,,,,
119,MHT,Manchester Boston Regional,Manchester,NH,380.21,470.02," 26,222 ",,,,,,,,,,,
120,MFR,Rogue Valley International - Medford,Medford,OR,395.45,488.85," 26,110 ",,,,,,,,,,,
121,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,561.35,693.94," 25,469 ",,,,,,,,,,,
122,ILM,Wilmington International,Wilmington,NC,470.69,581.87," 24,558 ",,,,,,,,,,,
123,FAR,Hector International,Fargo,ND,407.73,504.04," 24,510 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,347.95,430.14," 24,153 ",,,,,,,,,,,
125,CAE,Columbia Metropolitan,Columbia,SC,493.94,610.62," 24,128 ",,,,,,,,,,,
126,SBA,Santa Barbara Municipal,Santa Barbara,CA,496.26,613.48," 23,984 ",,,,,,,,,,,
127,RDM,Roberts Field,Bend/Redmond,OR,408.62,505.14," 23,093 ",,,,,,,,,,,
128,ATW,Appleton International,Appleton,WI,473.89,585.82," 22,839 ",,,,,,,,,,,
129,FWA,Fort Wayne International,Fort Wayne,IN,378.38,467.76," 22,770 ",,,,,,,,,,,
130,CHA,Lovell Field,Chattanooga,TN,412.56,510.01," 22,081 ",,,,,,,,,,,
131,LBB,Lubbock Preston Smith International,Lubbock,TX,412.63,510.09," 21,979 ",,,,,,,,,,,
132,SBN,South Bend International,South Bend,IN,362.38,447.98," 21,936 ",,,,,,,,,,,
133,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,403.82,499.20," 21,441 ",,,,,,,,,,,
134,BTV,Burlington International,Burlington,VT,422.09,521.79," 21,231 ",,,,,,,,,,,
135,FAI,Fairbanks International,Fairbanks,AK,539.25,666.63," 20,659 ",,,,,,,,,,,
136,BIL,Billings Logan International,Billings,MT,447.64,553.38," 19,384 ",,,,,,,,,,,
137,MSO,Missoula Montana,Missoula,MT,409.37,506.06," 19,023 ",,,,,,,,,,,
138,ACY,Atlantic City International,Atlantic City,NJ,168.35,208.11," 18,671 ",,,,,,,,,,,
139,STT,Cyril E King,Charlotte Amalie,VI,390.71,482.99," 18,308 ",,,,,,,,,,,
140,ITO,Hilo International,Hilo,HI,249.08,307.91," 17,964 ",,,,,,,,,,,
141,TLH,Tallahassee International,Tallahassee,FL,539.23,666.60," 17,768 ",,,,,,,,,,,
142,EYW,Key West International,Key West,FL,441.75,546.09," 17,045 ",,,,,,,,,,,
143,FCA,Glacier Park International,Kalispell,MT,434.01,536.53," 16,984 ",,,,,,,,,,,
144,HRL,Valley International,Harlingen/San Benito,TX,344.29,425.61," 16,866 ",,,,,,,,,,,
145,FNT,Bishop International,Flint,MI,376.15,465.00," 16,829 ",,,,,,,,,,,
146,PIA,General Downing - Peoria International,Peoria,IL,336.85,416.42," 16,755 ",,,,,,,,,,,
147,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,480.34,593.80," 16,605 ",,,,,,,,,,,
148,MLI,Quad Cities International,Moline,IL,379.20,468.77," 16,008 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,425.86,526.45," 15,963 ",,,,,,,,,,,
150,CRP,Corpus Christi International,Corpus Christi,TX,437.68,541.07," 15,672 ",,,,,,,,,,,
151,AGS,Augusta Regional at Bush Field,Augusta,GA,458.69,567.03," 15,230 ",,,,,,,,,,,
152,GRB,Green Bay Austin Straubel International,Green Bay,WI,573.29,708.70," 15,022 ",,,,,,,,,,,
153,TVC,Cherry Capital,Traverse City,MI,573.83,709.37," 15,003 ",,,,,,,,,,,
154,RAP,Rapid City Regional,Rapid City,SD,458.26,566.50," 15,000 ",,,,,,,,,,,
155,BGR,Bangor International,Bangor,ME,411.88,509.17," 14,645 ",,,,,,,,,,,
156,SHV,Shreveport Regional,Shreveport,LA,459.10,567.55," 14,381 ",,,,,,,,,,,
157,JAC,Jackson Hole,Jackson,WY,605.75,748.83," 14,367 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,503.54,622.48," 13,424 ",,,,,,,,,,,
159,BQN,Rafael Hernandez,Aguadilla,PR,259.30,320.55," 13,404 ",,,,,,,,,,,
160,DAB,Daytona Beach International,Daytona Beach,FL,393.42,486.35," 13,300 ",,,,,,,,,,,
161,GJT,Grand Junction Regional,Grand Junction,CO,482.89,596.95," 13,180 ",,,,,,,,,,,
162,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,519.06,641.66," 13,002 ",,,,,,,,,,,
163,BIS,Bismarck Municipal,Bismarck/Mandan,ND,418.17,516.95," 12,907 ",,,,,,,,,,,
164,CHO,Charlottesville Albemarle,Charlottesville,VA,473.15,584.91," 12,825 ",,,,,,,,,,,
165,CAK,Akron-Canton Regional,Akron,OH,347.68,429.81," 12,492 ",,,,,,,,,,,
166,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,103.43,127.86," 12,300 ",,,,,,,,,,,
167,MOB,Mobile Regional,Mobile,AL,560.14,692.45," 12,256 ",,,,,,,,,,,
168,GNV,Gainesville Regional,Gainesville,FL,464.89,574.71," 12,222 ",,,,,,,,,,,
169,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,465.53,575.50," 11,902 ",,,,,,,,,,,
170,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,479.66,592.96," 11,792 ",,,,,,,,,,,
171,IDA,Idaho Falls Regional,Idaho Falls,ID,435.62,538.51," 11,705 ",,,,,,,,,,,
172,SBP,San Luis County Regional,San Luis Obispo,CA,485.15,599.74," 11,284 ",,,,,,,,,,,
173,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,282.71,349.49," 10,338 ",,,,,,,,,,,
174,LCK,Rickenbacker International,Columbus,OH,90.33,111.66," 10,329 ",,,,,,,,,,,
175,EVV,Evansville Regional,Evansville,IN,521.44,644.61," 10,307 ",,,,,,,,,,,
176,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,455.20,562.72," 10,155 ",,,,,,,,,,,
177,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,449.29,555.42," 10,009 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,392.63,485.38," 9,970 ",,,,,,,,,,,
179,JNU,Juneau International,Juneau,AK,458.60,566.92," 9,873 ",,,,,,,,,,,
180,MRY,Monterey Regional,Monterey,CA,400.11,494.62," 9,503 ",,,,,,,,,,,
181,BLI,Bellingham International,Bellingham,WA,206.77,255.61," 9,292 ",,,,,,,,,,,
182,TTN,Trenton Mercer,Trenton,NJ,198.38,245.24," 9,198 ",,,,,,,,,,,
183,MLB,Melbourne Orlando International,Melbourne,FL,406.22,502.17," 9,185 ",,,,,,,,,,,
184,DRO,Durango La Plata County,Durango,CO,487.48,602.63," 9,163 ",,,,,,,,,,,
185,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,473.51,585.36," 8,897 ",,,,,,,,,,,
186,BFL,Meadows Field,Bakersfield,CA,527.30,651.85," 8,531 ",,,,,,,,,,,
187,GRK,Robert Gray AAF,Killeen,TX,463.88,573.46," 8,517 ",,,,,,,,,,,
188,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,518.81,641.36," 8,170 ",,,,,,,,,,,
189,MOT,Minot International,Minot,ND,445.57,550.81," 7,755 ",,,,,,,,,,,
190,SGU,St George Regional,St. George,UT,363.83,449.77," 7,705 ",,,,,,,,,,,
191,GTF,Great Falls International,Great Falls,MT,369.32,456.55," 7,637 ",,,,,,,,,,,
192,RFD,Chicago/Rockford International,Rockford,IL,130.87,161.78," 7,383 ",,,,,,,,,,,
193,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,687.73,850.18," 7,337 ",,,,,,,,,,,
194,STX,Henry E. Rohlsen,Christiansted,VI,419.81,518.98," 7,334 ",,,,,,,,,,,
195,MTJ,Montrose Regional,Montrose/Delta,CO,536.48,663.20," 7,013 ",,,,,,,,,,,
196,SCE,University Park,State College,PA,575.35,711.25," 6,866 ",,,,,,,,,,,
197,DLH,Duluth International,Duluth,MN,434.73,537.42," 6,652 ",,,,,,,,,,,
198,MGM,Montgomery Regional,Montgomery,AL,526.50,650.86," 6,584 ",,,,,,,,,,,
199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,224.52,277.56," 6,574 ",,,,,,,,,,,
200,HHH,Hilton Head Airport,Hilton Head,SC,493.75,610.38," 6,408 ",,,,,,,,,,,
201,LBE,Arnold Palmer Regional,Latrobe,PA,163.47,202.09," 6,136 ",,,,,,,,,,,
202,BRO,Brownsville South Padre Island International,Brownsville,TX,482.48,596.45," 6,127 ",,,,,,,,,,,
203,LAN,Capital Region International,Lansing,MI,427.38,528.33," 5,888 ",,,,,,,,,,,
204,LRD,Laredo International,Laredo,TX,355.65,439.65," 5,865 ",,,,,,,,,,,
205,AEX,Alexandria International,Alexandria,LA,505.26,624.61," 5,806 ",,,,,,,,,,,
206,CWA,Central Wisconsin,Mosinee,WI,520.20,643.07," 5,754 ",,,,,,,,,,,
207,PVU,Provo Municipal,Provo,UT,81.31,100.52," 5,688 ",,,,,,,,,,,
208,TOL,Eugene F Kranz Toledo Express,Toledo,OH,216.27,267.36," 5,563 ",,,,,,,,,,,
209,LSE,La Crosse Regional,La Crosse,WI,510.11,630.61," 5,497 ",,,,,,,,,,,
210,EGE,Eagle County Regional,Eagle,CO,635.35,785.42," 5,285 ",,,,,,,,,,,
211,YUM,Yuma MCAS/Yuma International,Yuma,AZ,440.94,545.10," 5,255 ",,,,,,,,,,,
212,SCK,Stockton Metro,Stockton,CA,95.21,117.70," 5,232 ",,,,,,,,,,,
213,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,570.32,705.04," 5,176 ",,,,,,,,,,,
214,RST,Rochester International,Rochester,MN,440.24,544.22," 5,139 ",,,,,,,,,,,
215,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,458.70,567.04," 5,060 ",,,,,,,,,,,
216,LNK,Lincoln Airport,Lincoln,NE,507.60,627.49," 5,033 ",,,,,,,,,,,
217,ELM,Elmira/Corning Regional,Elmira/Corning,NY,385.24,476.24," 5,016 ",,,,,,,,,,,
218,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,617.43,763.27," 4,875 ",,,,,,,,,,,
219,MLU,Monroe Regional,Monroe,LA,496.79,614.14," 4,860 ",,,,,,,,,,,
220,FLG,Flagstaff Pulliam,Flagstaff,AZ,456.78,564.67," 4,845 ",,,,,,,,,,,
221,COU,Columbia Regional,Columbia,MO,461.90,571.00," 4,701 ",,,,,,,,,,,
222,HDN,Yampa Valley,Hayden,CO,578.10,714.65," 4,571 ",,,,,,,,,,,
223,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,454.97,562.44," 4,529 ",,,,,,,,,,,
224,ERI,Erie International/Tom Ridge Field,Erie,PA,462.99,572.35," 4,465 ",,,,,,,,,,,
225,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,366.89,453.55," 4,411 ",,,,,,,,,,,
226,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,517.79,640.10," 4,256 ",,,,,,,,,,,
227,ABI,Abilene Regional,Abilene,TX,458.21,566.44," 4,199 ",,,,,,,,,,,
228,ACK,Nantucket Memorial,Nantucket,MA,325.74,402.68," 4,191 ",,,,,,,,,,,
229,MBS,MBS International,Saginaw/Bay City/Midland,MI,537.51,664.48," 4,177 ",,,,,,,,,,,
230,GFK,Grand Forks International,Grand Forks,ND,335.82,415.14," 4,123 ",,,,,,,,,,,
231,SAF,Santa Fe Municipal,Santa Fe,NM,488.58,603.98," 4,034 ",,,,,,,,,,,
232,SPI,Abraham Lincoln Capital,Springfield,IL,323.59,400.02," 4,033 ",,,,,,,,,,,
233,KTN,Ketchikan International,Ketchikan,AK,477.40,590.16," 4,031 ",,,,,,,,,,,
234,GUM,Guam International,Guam,TT,1485.80,1836.76," 3,980 ",,,,,,,,,,,
235,BET,Bethel Airport,Bethel,AK,447.71,553.46," 3,893 ",,,,,,,,,,,
236,CPR,Casper/Natrona County International,Casper,WY,459.92,568.56," 3,792 ",,,,,,,,,,,
237,HLN,Helena Regional,Helena,MT,545.90,674.84," 3,759 ",,,,,,,,,,,
238,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,502.44,621.12," 3,753 ",,,,,,,,,,,
239,GRI,Central Nebraska Regional,Grand Island,NE,230.90,285.44," 3,669 ",,,,,,,,,,,
240,CLL,Easterwood Field,College Station/Bryan,TX,461.06,569.96," 3,608 ",,,,,,,,,,,
241,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,486.91,601.92," 3,513 ",,,,,,,,,,,
242,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,457.74,565.86," 3,452 ",,,,,,,,,,,
243,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,470.92,582.15," 3,427 ",,,,,,,,,,,
244,CMI,University of Illinois/Willard,Champaign/Urbana,IL,498.89,616.73," 3,301 ",,,,,,,,,,,
245,RDD,Redding Municipal,Redding,CA,484.56,599.02," 3,292 ",,,,,,,,,,,
246,LCH,Lake Charles Regional,Lake Charles,LA,488.15,603.46," 3,278 ",,,,,,,,,,,
247,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,529.57,654.66," 3,259 ",,,,,,,,,,,
248,MQT,Sawyer International,Marquette,MI,548.83,678.47," 3,013 ",,,,,,,,,,,
249,PUW,Pullman Moscow Regional,Pullman,WA,385.80,476.93," 2,983 ",,,,,,,,,,,
250,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,435.36,538.20," 2,852 ",,,,,,,,,,,
251,IAG,Niagara Falls International,Niagara Falls,NY,136.14,168.29," 2,831 ",,,,,,,,,,,
252,EAT,Pangborn Memorial,Wenatchee,WA,406.30,502.27," 2,816 ",,,,,,,,,,,
253,SIT,Sitka Rocky Gutierrez,Sitka,AK,447.76,553.52," 2,765 ",,,,,,,,,,,
254,PSM,Portsmouth International at Pease,Portsmouth,NH,111.15,137.40," 2,731 ",,,,,,,,,,,
255,CSG,Columbus Airport,Columbus,GA,591.17,730.81," 2,693 ",,,,,,,,,,,
256,ADQ,Kodiak Airport,Kodiak,AK,611.88,756.41," 2,681 ",,,,,,,,,,,
257,FSM,Fort Smith Regional,Fort Smith,AR,505.64,625.07," 2,626 ",,,,,,,,,,,
258,ROW,Roswell Air Center,Roswell,NM,549.77,679.63," 2,572 ",,,,,,,,,,,
259,ACT,Waco Regional,Waco,TX,475.22,587.48," 2,483 ",,,,,,,,,,,
260,TYR,Tyler Pounds Regional,Tyler,TX,467.80,578.29," 2,461 ",,,,,,,,,,,
261,PBG,Plattsburgh International,Plattsburgh,NY,162.13,200.42," 2,456 ",,,,,,,,,,,
262,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,332.72,411.31," 2,432 ",,,,,,,,,,,
263,PSE,Mercedita,Ponce,PR,251.51,310.92," 2,413 ",,,,,,,,,,,
