Average Domestic Airline Itinerary Fares By Origin City for 2018 Ranked by Total Number of Domestic Passengers in 2021,,,,,,,,,,,,,,,,,,
2021 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2022),2021 Passengers (10% sample),,,,,,,,,,,
17,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,245.35,285.95," 425,537 ",,,,,,,,,,,
18,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,413.66,482.11," 425,283 ",,,,,,,,,,,
19,LGA,LaGuardia,New York-La Guardia,NY,329.16,383.62," 416,891 ",,,,,,,,,,,
20,SAN,San Diego International,San Diego,CA,326.66,380.71," 389,451 ",,,,,,,,,,,
21,TPA,Tampa International,Tampa,FL,308.88,359.98," 369,882 ",,,,,,,,,,,
22,MIA,Miami International,Miami,FL,319.52,372.39," 367,731 ",,,,,,,,,,,
23,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,318.44,371.12," 349,143 ",,,,,,,,,,,
24,AUS,Austin - Bergstrom International,Austin,TX,341.51,398.01," 322,913 ",,,,,,,,,,,
25,SLC,Salt Lake City International,Salt Lake City,UT,359.45,418.93," 321,120 ",,,,,,,,,,,
26,PDX,Portland International,Portland,OR,329.09,383.54," 318,399 ",,,,,,,,,,,
27,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,357.42,416.56," 308,850 ",,,,,,,,,,,
28,CLT,Charlotte Douglas International,Charlotte,NC,425.77,496.22," 291,628 ",,,,,,,,,,,
29,BNA,Nashville International,Nashville,TN,350.04,407.96," 290,447 ",,,,,,,,,,,
30,SMF,Sacramento International,Sacramento,CA,339.37,395.52," 265,377 ",,,,,,,,,,,
31,MDW,Chicago Midway International,Chicago-Midway,IL,305.63,356.19," 254,220 ",,,,,,,,,,,
32,RDU,Raleigh-Durham International,Raleigh/Durham,NC,344.17,401.11," 241,426 ",,,,,,,,,,,
33,STL,St Louis Lambert International,St. Louis,MO,363.48,423.62," 227,117 ",,,,,,,,,,,
34,SJU,Luis Munoz Marin International,San Juan,PR,274.87,320.35," 221,048 ",,,,,,,,,,,
35,DAL,Dallas Love Field,Dallas-Love Field,TX,303.32,353.51," 213,582 ",,,,,,,,,,,
36,MCI,Kansas City International,Kansas City,MO,348.32,405.95," 207,664 ",,,,,,,,,,,
37,IND,Indianapolis International,Indianapolis,IN,346.15,403.42," 206,535 ",,,,,,,,,,,
38,HNL,Daniel K Inouye International,Honolulu,HI,374.36,436.31," 201,225 ",,,,,,,,,,,
39,CLE,Cleveland-Hopkins International,Cleveland,OH,319.80,372.71," 199,421 ",,,,,,,,,,,
40,SJC,Norman Y. Mineta San Jose International,San Jose,CA,298.98,348.44," 194,429 ",,,,,,,,,,,
41,OAK,Metro Oakland International,Oakland,CA,287.64,335.24," 194,387 ",,,,,,,,,,,
42,MSY,Louis Armstrong New Orleans International,New Orleans,LA,301.66,351.57," 188,154 ",,,,,,,,,,,
43,IAD,Washington Dulles International,Washington-Dulles,DC,427.37,498.08," 187,452 ",,,,,,,,,,,
44,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,320.78,373.86," 183,219 ",,,,,,,,,,,
45,SNA,John Wayne Airport-Orange County,Santa Ana,CA,372.27,433.87," 182,534 ",,,,,,,,,,,
46,PIT,Pittsburgh International,Pittsburgh,PA,349.92,407.82," 181,455 ",,,,,,,,,,,
47,SAT,San Antonio International,San Antonio,TX,356.41,415.38," 180,661 ",,,,,,,,,,,
48,HOU,William P Hobby,Houston-Hobby,TX,338.79,394.84," 173,112 ",,,,,,,,,,,
49,CMH,John Glenn Columbus International,Columbus,OH,357.79,416.99," 167,522 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,311.75,363.33," 164,832 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,373.67,435.50," 142,941 ",,,,,,,,,,,
52,MKE,General Mitchell International,Milwaukee,WI,335.88,391.45," 131,320 ",,,,,,,,,,,
53,JAX,Jacksonville International,Jacksonville,FL,360.52,420.17," 129,900 ",,,,,,,,,,,
54,ONT,Ontario International,Ontario,CA,331.90,386.82," 128,292 ",,,,,,,,,,,
55,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,334.01,389.28," 120,424 ",,,,,,,,,,,
56,OMA,Eppley Airfield,Omaha,NE,356.55,415.54," 106,587 ",,,,,,,,,,,
57,MEM,Memphis International,Memphis,TN,391.89,456.73," 106,166 ",,,,,,,,,,,
58,RIC,Richmond International,Richmond,VA,402.18,468.72," 99,005 ",,,,,,,,,,,
59,BOI,Boise Air Terminal,Boise,ID,345.49,402.65," 97,566 ",,,,,,,,,,,
60,BUR,Bob Hope,Burbank,CA,267.28,311.50," 97,139 ",,,,,,,,,,,
61,ORF,Norfolk International,Norfolk,VA,408.45,476.04," 96,550 ",,,,,,,,,,,
62,CHS,Charleston AFB/International,Charleston,SC,355.80,414.67," 92,905 ",,,,,,,,,,,
63,GRR,Gerald R. Ford International,Grand Rapids,MI,387.58,451.71," 91,893 ",,,,,,,,,,,
64,OKC,Will Rogers World,Oklahoma City,OK,385.68,449.50," 91,480 ",,,,,,,,,,,
65,SDF,Louisville Muhammad Ali International,Louisville,KY,387.10,451.15," 88,375 ",,,,,,,,,,,
66,ANC,Ted Stevens Anchorage International,Anchorage,AK,450.53,525.07," 86,440 ",,,,,,,,,,,
67,GEG,Spokane International,Spokane,WA,345.39,402.54," 86,252 ",,,,,,,,,,,
68,ABQ,Albuquerque International Sunport,Albuquerque,NM,345.60,402.78," 85,944 ",,,,,,,,,,,
69,BUF,Buffalo Niagara International,Buffalo,NY,306.52,357.24," 83,896 ",,,,,,,,,,,
70,ELP,El Paso International,El Paso,TX,373.13,434.87," 83,186 ",,,,,,,,,,,
71,RNO,Reno/Tahoe International,Reno,NV,346.57,403.91," 81,805 ",,,,,,,,,,,
72,OGG,Kahului Airport,Kahului,HI,298.09,347.41," 74,704 ",,,,,,,,,,,
73,TUS,Tucson International,Tucson,AZ,391.47,456.24," 70,359 ",,,,,,,,,,,
74,PVD,Rhode Island Tf Green International,Providence,RI,322.43,375.78," 68,118 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,379.37,442.14," 67,129 ",,,,,,,,,,,
76,TUL,Tulsa International,Tulsa,OK,394.23,459.46," 64,735 ",,,,,,,,,,,
77,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,443.54,516.93," 62,393 ",,,,,,,,,,,
78,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,405.06,472.08," 62,011 ",,,,,,,,,,,
79,SAV,Savannah/Hilton Head International,Savannah,GA,377.74,440.24," 57,556 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,399.22,465.28," 57,118 ",,,,,,,,,,,
81,LGB,Long Beach Airport,Long Beach,CA,215.62,251.30," 57,022 ",,,,,,,,,,,
82,PNS,Pensacola International,Pensacola,FL,429.64,500.72," 54,946 ",,,,,,,,,,,
83,SYR,Syracuse Hancock International,Syracuse,NY,385.92,449.78," 52,889 ",,,,,,,,,,,
84,FAT,Fresno Yosemite International,Fresno,CA,417.48,486.56," 52,418 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,448.12,522.27," 49,200 ",,,,,,,,,,,
86,GSP,Greenville-Spartanburg International,Greer,SC,419.69,489.13," 49,148 ",,,,,,,,,,,
87,COS,City of Colorado Springs Municipal,Colorado Springs,CO,352.21,410.49," 48,798 ",,,,,,,,,,,
88,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,425.19,495.54," 48,278 ",,,,,,,,,,,
89,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,363.07,423.15," 47,981 ",,,,,,,,,,,
90,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,299.37,348.91," 44,410 ",,,,,,,,,,,
91,MYR,Myrtle Beach International,Myrtle Beach,SC,268.41,312.82," 44,035 ",,,,,,,,,,,
92,PWM,Portland International Jetport,Portland,ME,363.81,424.00," 43,040 ",,,,,,,,,,,
93,MSN,Dane County Regional-Truax Field,Madison,WI,461.73,538.12," 42,256 ",,,,,,,,,,,
94,BZN,Bozeman Yellowstone International,Bozeman,MT,459.33,535.33," 39,718 ",,,,,,,,,,,
95,SFB,Orlando Sanford International,Sanford,FL,122.74,143.05," 39,522 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,390.57,455.19," 39,514 ",,,,,,,,,,,
97,PIE,St Pete Clearwater International,St. Petersburg,FL,128.05,149.24," 37,944 ",,,,,,,,,,,
98,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,396.24,461.80," 37,538 ",,,,,,,,,,,
99,GSO,Piedmont Triad International,Greensboro/High Point,NC,434.84,506.79," 35,317 ",,,,,,,,,,,
100,HPN,Westchester County,White Plains,NY,415.37,484.09," 35,091 ",,,,,,,,,,,
101,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,441.18,514.17," 33,692 ",,,,,,,,,,,
102,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,149.67,174.44," 33,615 ",,,,,,,,,,,
103,AVL,Asheville Regional,Asheville,NC,359.64,419.15," 33,509 ",,,,,,,,,,,
104,XNA,Northwest Arkansas National,Fayetteville,AR,536.45,625.21," 33,498 ",,,,,,,,,,,
105,EUG,Mahlon Sweet Field,Eugene,OR,366.13,426.71," 33,026 ",,,,,,,,,,,
106,LIH,Lihue Airport,Lihue,HI,274.37,319.77," 32,532 ",,,,,,,,,,,
107,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,409.17,476.88," 31,183 ",,,,,,,,,,,
108,MDT,Harrisburg International,Harrisburg,PA,467.85,545.26," 30,949 ",,,,,,,,,,,
109,DAY,James M Cox/Dayton International,Dayton,OH,420.63,490.23," 30,855 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,428.67,499.60," 29,802 ",,,,,,,,,,,
111,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,505.84,589.53," 29,251 ",,,,,,,,,,,
112,PGD,Punta Gorda Airport,Punta Gorda,FL,128.64,149.92," 28,272 ",,,,,,,,,,,
113,ISP,Long Island MacArthur,Islip,NY,260.55,303.66," 28,265 ",,,,,,,,,,,
114,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,547.21,637.75," 27,916 ",,,,,,,,,,,
115,LEX,Blue Grass,Lexington,KY,428.21,499.07," 27,888 ",,,,,,,,,,,
116,MAF,Midland International Air and Space Port,Midland/Odessa,TX,481.36,561.00," 27,625 ",,,,,,,,,,,
117,ECP,Northwest Florida Beaches International,Panama City,FL,429.25,500.28," 26,867 ",,,,,,,,,,,
118,SGF,Springfield-Branson National,Springfield,MO,447.17,521.16," 26,473 ",,,,,,,,,,,
119,MHT,Manchester Boston Regional,Manchester,NH,378.03,440.58," 26,222 ",,,,,,,,,,,
120,MFR,Rogue Valley International - Medford,Medford,OR,365.84,426.37," 26,110 ",,,,,,,,,,,
121,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,599.30,698.46," 25,469 ",,,,,,,,,,,
122,ILM,Wilmington International,Wilmington,NC,440.64,513.55," 24,558 ",,,,,,,,,,,
123,FAR,Hector International,Fargo,ND,496.25,578.36," 24,510 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,322.70,376.10," 24,153 ",,,,,,,,,,,
125,CAE,Columbia Metropolitan,Columbia,SC,480.74,560.28," 24,128 ",,,,,,,,,,,
126,SBA,Santa Barbara Municipal,Santa Barbara,CA,510.23,594.65," 23,984 ",,,,,,,,,,,
127,RDM,Roberts Field,Bend/Redmond,OR,391.94,456.79," 23,093 ",,,,,,,,,,,
128,ATW,Appleton International,Appleton,WI,446.46,520.33," 22,839 ",,,,,,,,,,,
129,FWA,Fort Wayne International,Fort Wayne,IN,433.94,505.74," 22,770 ",,,,,,,,,,,
130,CHA,Lovell Field,Chattanooga,TN,426.93,497.56," 22,081 ",,,,,,,,,,,
131,LBB,Lubbock Preston Smith International,Lubbock,TX,425.10,495.43," 21,979 ",,,,,,,,,,,
132,SBN,South Bend International,South Bend,IN,396.94,462.62," 21,936 ",,,,,,,,,,,
133,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,420.65,490.25," 21,441 ",,,,,,,,,,,
134,BTV,Burlington International,Burlington,VT,404.90,471.90," 21,231 ",,,,,,,,,,,
135,FAI,Fairbanks International,Fairbanks,AK,427.71,498.48," 20,659 ",,,,,,,,,,,
136,BIL,Billings Logan International,Billings,MT,457.60,533.31," 19,384 ",,,,,,,,,,,
137,MSO,Missoula Montana,Missoula,MT,409.33,477.06," 19,023 ",,,,,,,,,,,
138,ACY,Atlantic City International,Atlantic City,NJ,114.65,133.62," 18,671 ",,,,,,,,,,,
139,STT,Cyril E King,Charlotte Amalie,VI,366.83,427.53," 18,308 ",,,,,,,,,,,
140,ITO,Hilo International,Hilo,HI,260.36,303.44," 17,964 ",,,,,,,,,,,
141,TLH,Tallahassee International,Tallahassee,FL,540.39,629.81," 17,768 ",,,,,,,,,,,
142,EYW,Key West International,Key West,FL,431.86,503.31," 17,045 ",,,,,,,,,,,
143,FCA,Glacier Park International,Kalispell,MT,438.28,510.80," 16,984 ",,,,,,,,,,,
144,HRL,Valley International,Harlingen/San Benito,TX,370.05,431.28," 16,866 ",,,,,,,,,,,
145,FNT,Bishop International,Flint,MI,347.30,404.77," 16,829 ",,,,,,,,,,,
146,PIA,General Downing - Peoria International,Peoria,IL,351.79,409.99," 16,755 ",,,,,,,,,,,
147,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,481.86,561.59," 16,605 ",,,,,,,,,,,
148,MLI,Quad Cities International,Moline,IL,391.13,455.85," 16,008 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,421.49,491.22," 15,963 ",,,,,,,,,,,
150,CRP,Corpus Christi International,Corpus Christi,TX,445.09,518.73," 15,672 ",,,,,,,,,,,
151,AGS,Augusta Regional at Bush Field,Augusta,GA,448.02,522.15," 15,230 ",,,,,,,,,,,
152,GRB,Green Bay Austin Straubel International,Green Bay,WI,544.10,634.13," 15,022 ",,,,,,,,,,,
153,TVC,Cherry Capital,Traverse City,MI,558.66,651.10," 15,003 ",,,,,,,,,,,
154,RAP,Rapid City Regional,Rapid City,SD,486.03,566.45," 15,000 ",,,,,,,,,,,
155,BGR,Bangor International,Bangor,ME,395.17,460.55," 14,645 ",,,,,,,,,,,
156,SHV,Shreveport Regional,Shreveport,LA,516.37,601.81," 14,381 ",,,,,,,,,,,
157,JAC,Jackson Hole,Jackson,WY,612.68,714.05," 14,367 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,500.00,582.73," 13,424 ",,,,,,,,,,,
159,BQN,Rafael Hernandez,Aguadilla,PR,207.90,242.30," 13,404 ",,,,,,,,,,,
160,DAB,Daytona Beach International,Daytona Beach,FL,379.37,442.13," 13,300 ",,,,,,,,,,,
161,GJT,Grand Junction Regional,Grand Junction,CO,484.45,564.61," 13,180 ",,,,,,,,,,,
162,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,544.16,634.19," 13,002 ",,,,,,,,,,,
163,BIS,Bismarck Municipal,Bismarck/Mandan,ND,444.51,518.06," 12,907 ",,,,,,,,,,,
164,CHO,Charlottesville Albemarle,Charlottesville,VA,426.07,496.57," 12,825 ",,,,,,,,,,,
165,CAK,Akron-Canton Regional,Akron,OH,366.54,427.19," 12,492 ",,,,,,,,,,,
166,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,143.76,167.55," 12,300 ",,,,,,,,,,,
167,MOB,Mobile Regional,Mobile,AL,556.96,649.11," 12,256 ",,,,,,,,,,,
168,GNV,Gainesville Regional,Gainesville,FL,464.02,540.80," 12,222 ",,,,,,,,,,,
169,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,437.10,509.42," 11,902 ",,,,,,,,,,,
170,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,455.00,530.28," 11,792 ",,,,,,,,,,,
171,IDA,Idaho Falls Regional,Idaho Falls,ID,490.73,571.92," 11,705 ",,,,,,,,,,,
172,SBP,San Luis County Regional,San Luis Obispo,CA,519.13,605.02," 11,284 ",,,,,,,,,,,
173,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,296.41,345.45," 10,338 ",,,,,,,,,,,
174,LCK,Rickenbacker International,Columbus,OH,129.70,151.15," 10,329 ",,,,,,,,,,,
175,EVV,Evansville Regional,Evansville,IN,471.94,550.03," 10,307 ",,,,,,,,,,,
176,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,426.92,497.56," 10,155 ",,,,,,,,,,,
177,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,412.32,480.54," 10,009 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,382.09,445.31," 9,970 ",,,,,,,,,,,
179,JNU,Juneau International,Juneau,AK,426.39,496.94," 9,873 ",,,,,,,,,,,
180,MRY,Monterey Regional,Monterey,CA,401.46,467.89," 9,503 ",,,,,,,,,,,
181,BLI,Bellingham International,Bellingham,WA,259.75,302.73," 9,292 ",,,,,,,,,,,
182,TTN,Trenton Mercer,Trenton,NJ,132.40,154.31," 9,198 ",,,,,,,,,,,
183,MLB,Melbourne Orlando International,Melbourne,FL,409.78,477.58," 9,185 ",,,,,,,,,,,
184,DRO,Durango La Plata County,Durango,CO,564.74,658.18," 9,163 ",,,,,,,,,,,
185,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,544.68,634.80," 8,897 ",,,,,,,,,,,
186,BFL,Meadows Field,Bakersfield,CA,585.74,682.65," 8,531 ",,,,,,,,,,,
187,GRK,Robert Gray AAF,Killeen,TX,436.88,509.17," 8,517 ",,,,,,,,,,,
188,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,543.74,633.71," 8,170 ",,,,,,,,,,,
189,MOT,Minot International,Minot,ND,484.59,564.77," 7,755 ",,,,,,,,,,,
190,SGU,St George Regional,St. George,UT,413.69,482.14," 7,705 ",,,,,,,,,,,
191,GTF,Great Falls International,Great Falls,MT,422.02,491.84," 7,637 ",,,,,,,,,,,
192,RFD,Chicago/Rockford International,Rockford,IL,189.07,220.36," 7,383 ",,,,,,,,,,,
193,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,615.02,716.78," 7,337 ",,,,,,,,,,,
194,STX,Henry E. Rohlsen,Christiansted,VI,389.65,454.12," 7,334 ",,,,,,,,,,,
195,MTJ,Montrose Regional,Montrose/Delta,CO,558.88,651.35," 7,013 ",,,,,,,,,,,
196,SCE,University Park,State College,PA,564.61,658.03," 6,866 ",,,,,,,,,,,
197,USA,Concord Padgett Regional,Concord,NC,128.20,149.41," 6,728 ",,,,,,,,,,,
198,DLH,Duluth International,Duluth,MN,518.95,604.82," 6,652 ",,,,,,,,,,,
199,MGM,Montgomery Regional,Montgomery,AL,558.83,651.29," 6,584 ",,,,,,,,,,,
200,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,241.90,281.92," 6,574 ",,,,,,,,,,,
201,HHH,Hilton Head Airport,Hilton Head,SC,444.11,517.59," 6,408 ",,,,,,,,,,,
202,LBE,Arnold Palmer Regional,Latrobe,PA,106.36,123.95," 6,136 ",,,,,,,,,,,
203,BRO,Brownsville South Padre Island International,Brownsville,TX,507.53,591.51," 6,127 ",,,,,,,,,,,
204,LAN,Capital Region International,Lansing,MI,465.22,542.19," 5,888 ",,,,,,,,,,,
205,LRD,Laredo International,Laredo,TX,467.59,544.95," 5,865 ",,,,,,,,,,,
206,AEX,Alexandria International,Alexandria,LA,560.97,653.79," 5,806 ",,,,,,,,,,,
207,CWA,Central Wisconsin,Mosinee,WI,541.73,631.37," 5,754 ",,,,,,,,,,,
208,PVU,Provo Municipal,Provo,UT,119.15,138.87," 5,688 ",,,,,,,,,,,
209,TOL,Eugene F Kranz Toledo Express,Toledo,OH,276.94,322.76," 5,563 ",,,,,,,,,,,
210,LSE,La Crosse Regional,La Crosse,WI,491.78,573.15," 5,497 ",,,,,,,,,,,
211,EGE,Eagle County Regional,Eagle,CO,636.46,741.76," 5,285 ",,,,,,,,,,,
212,YUM,Yuma MCAS/Yuma International,Yuma,AZ,486.77,567.31," 5,255 ",,,,,,,,,,,
213,SCK,Stockton Metro,Stockton,CA,131.55,153.32," 5,232 ",,,,,,,,,,,
214,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,530.67,618.47," 5,176 ",,,,,,,,,,,
215,RST,Rochester International,Rochester,MN,393.79,458.94," 5,139 ",,,,,,,,,,,
216,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,465.86,542.95," 5,060 ",,,,,,,,,,,
217,LNK,Lincoln Airport,Lincoln,NE,493.96,575.69," 5,033 ",,,,,,,,,,,
218,ELM,Elmira/Corning Regional,Elmira/Corning,NY,437.56,509.96," 5,016 ",,,,,,,,,,,
219,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,616.34,718.31," 4,875 ",,,,,,,,,,,
220,MLU,Monroe Regional,Monroe,LA,571.77,666.38," 4,860 ",,,,,,,,,,,
221,FLG,Flagstaff Pulliam,Flagstaff,AZ,461.31,537.64," 4,845 ",,,,,,,,,,,
222,COU,Columbia Regional,Columbia,MO,456.75,532.32," 4,701 ",,,,,,,,,,,
223,HDN,Yampa Valley,Hayden,CO,575.11,670.27," 4,571 ",,,,,,,,,,,
224,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,443.61,517.01," 4,529 ",,,,,,,,,,,
225,ERI,Erie International/Tom Ridge Field,Erie,PA,413.69,482.14," 4,465 ",,,,,,,,,,,
226,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,293.10,341.59," 4,411 ",,,,,,,,,,,
227,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,476.73,555.60," 4,256 ",,,,,,,,,,,
228,ABI,Abilene Regional,Abilene,TX,533.23,621.45," 4,199 ",,,,,,,,,,,
229,ACK,Nantucket Memorial,Nantucket,MA,316.93,369.37," 4,191 ",,,,,,,,,,,
230,MBS,MBS International,Saginaw/Bay City/Midland,MI,542.79,632.60," 4,177 ",,,,,,,,,,,
231,GFK,Grand Forks International,Grand Forks,ND,490.73,571.92," 4,123 ",,,,,,,,,,,
232,SAF,Santa Fe Municipal,Santa Fe,NM,458.25,534.08," 4,034 ",,,,,,,,,,,
233,SPI,Abraham Lincoln Capital,Springfield,IL,397.91,463.74," 4,033 ",,,,,,,,,,,
234,KTN,Ketchikan International,Ketchikan,AK,466.41,543.58," 4,031 ",,,,,,,,,,,
235,GUM,Guam International,Guam,TT,1361.02,1586.22," 3,980 ",,,,,,,,,,,
236,BET,Bethel Airport,Bethel,AK,364.94,425.33," 3,893 ",,,,,,,,,,,
237,CPR,Casper/Natrona County International,Casper,WY,554.27,645.98," 3,792 ",,,,,,,,,,,
238,HLN,Helena Regional,Helena,MT,511.82,596.50," 3,759 ",,,,,,,,,,,
239,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,485.76,566.13," 3,753 ",,,,,,,,,,,
240,GRI,Central Nebraska Regional,Grand Island,NE,312.60,364.33," 3,669 ",,,,,,,,,,,
241,CLL,Easterwood Field,College Station/Bryan,TX,538.60,627.71," 3,608 ",,,,,,,,,,,
242,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,512.70,597.53," 3,513 ",,,,,,,,,,,
243,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,466.30,543.45," 3,452 ",,,,,,,,,,,
244,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,571.55,666.11," 3,427 ",,,,,,,,,,,
245,CMI,University of Illinois/Willard,Champaign/Urbana,IL,510.99,595.54," 3,301 ",,,,,,,,,,,
246,RDD,Redding Municipal,Redding,CA,467.46,544.80," 3,292 ",,,,,,,,,,,
247,LCH,Lake Charles Regional,Lake Charles,LA,581.20,677.37," 3,278 ",,,,,,,,,,,
248,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,524.22,610.96," 3,259 ",,,,,,,,,,,
249,MQT,Sawyer International,Marquette,MI,547.11,637.64," 3,013 ",,,,,,,,,,,
250,PUW,Pullman Moscow Regional,Pullman,WA,397.11,462.81," 2,983 ",,,,,,,,,,,
251,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,422.75,492.70," 2,852 ",,,,,,,,,,,
252,IAG,Niagara Falls International,Niagara Falls,NY,162.66,189.57," 2,831 ",,,,,,,,,,,
253,EAT,Pangborn Memorial,Wenatchee,WA,387.45,451.56," 2,816 ",,,,,,,,,,,
254,SIT,Sitka Rocky Gutierrez,Sitka,AK,410.10,477.96," 2,765 ",,,,,,,,,,,
255,PSM,Portsmouth International at Pease,Portsmouth,NH,200.80,234.03," 2,731 ",,,,,,,,,,,
256,CSG,Columbus Airport,Columbus,GA,521.02,607.23," 2,693 ",,,,,,,,,,,
257,ADQ,Kodiak Airport,Kodiak,AK,537.00,625.86," 2,681 ",,,,,,,,,,,
258,FSM,Fort Smith Regional,Fort Smith,AR,582.15,678.48," 2,626 ",,,,,,,,,,,
259,ROW,Roswell Air Center,Roswell,NM,485.30,565.59," 2,572 ",,,,,,,,,,,
260,ACT,Waco Regional,Waco,TX,534.20,622.59," 2,483 ",,,,,,,,,,,
261,TYR,Tyler Pounds Regional,Tyler,TX,568.33,662.36," 2,461 ",,,,,,,,,,,
262,PBG,Plattsburgh International,Plattsburgh,NY,196.24,228.71," 2,456 ",,,,,,,,,,,
263,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,324.82,378.57," 2,432 ",,,,,,,,,,,
