Average Domestic Airline Itinerary Fares By Origin City for 2017 Ranked by Total Number of Domestic Passengers in 2021,,,,,,,,,,,,,,,,,,
2021 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2022),2021 Passengers (10% sample),,,,,,,,,,,
57,MEM,Memphis International,Memphis,TN,391.95,467.96," 106,166 ",,,,,,,,,,,
58,RIC,Richmond International,Richmond,VA,424.67,507.02," 99,005 ",,,,,,,,,,,
59,BOI,Boise Air Terminal,Boise,ID,343.18,409.74," 97,566 ",,,,,,,,,,,
60,BUR,Bob Hope,Burbank,CA,268.57,320.65," 97,139 ",,,,,,,,,,,
61,ORF,Norfolk International,Norfolk,VA,426.20,508.86," 96,550 ",,,,,,,,,,,
62,CHS,Charleston AFB/International,Charleston,SC,371.74,443.83," 92,905 ",,,,,,,,,,,
63,GRR,Gerald R. Ford International,Grand Rapids,MI,408.57,487.81," 91,893 ",,,,,,,,,,,
64,OKC,Will Rogers World,Oklahoma City,OK,399.64,477.14," 91,480 ",,,,,,,,,,,
65,SDF,Louisville Muhammad Ali International,Louisville,KY,409.98,489.49," 88,375 ",,,,,,,,,,,
66,ANC,Ted Stevens Anchorage International,Anchorage,AK,430.09,513.49," 86,440 ",,,,,,,,,,,
67,GEG,Spokane International,Spokane,WA,349.83,417.67," 86,252 ",,,,,,,,,,,
68,ABQ,Albuquerque International Sunport,Albuquerque,NM,366.18,437.19," 85,944 ",,,,,,,,,,,
69,BUF,Buffalo Niagara International,Buffalo,NY,316.04,377.33," 83,896 ",,,,,,,,,,,
70,ELP,El Paso International,El Paso,TX,387.42,462.55," 83,186 ",,,,,,,,,,,
71,RNO,Reno/Tahoe International,Reno,NV,339.00,404.75," 81,805 ",,,,,,,,,,,
72,OGG,Kahului Airport,Kahului,HI,297.38,355.05," 74,704 ",,,,,,,,,,,
73,TUS,Tucson International,Tucson,AZ,382.34,456.49," 70,359 ",,,,,,,,,,,
74,PVD,Rhode Island Tf Green International,Providence,RI,338.78,404.48," 68,118 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,379.18,452.71," 67,129 ",,,,,,,,,,,
76,TUL,Tulsa International,Tulsa,OK,409.44,488.84," 64,735 ",,,,,,,,,,,
77,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,457.38,546.08," 62,393 ",,,,,,,,,,,
78,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,417.63,498.62," 62,011 ",,,,,,,,,,,
79,SAV,Savannah/Hilton Head International,Savannah,GA,400.71,478.42," 57,556 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,397.84,474.99," 57,118 ",,,,,,,,,,,
81,LGB,Long Beach Airport,Long Beach,CA,200.88,239.83," 57,022 ",,,,,,,,,,,
82,PNS,Pensacola International,Pensacola,FL,444.38,530.56," 54,946 ",,,,,,,,,,,
83,SYR,Syracuse Hancock International,Syracuse,NY,423.89,506.10," 52,889 ",,,,,,,,,,,
84,FAT,Fresno Yosemite International,Fresno,CA,438.82,523.92," 52,418 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,453.56,541.52," 49,200 ",,,,,,,,,,,
86,GSP,Greenville-Spartanburg International,Greer,SC,415.77,496.40," 49,148 ",,,,,,,,,,,
87,COS,City of Colorado Springs Municipal,Colorado Springs,CO,350.70,418.70," 48,798 ",,,,,,,,,,,
88,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,439.24,524.42," 48,278 ",,,,,,,,,,,
89,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,377.90,451.18," 47,981 ",,,,,,,,,,,
90,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,309.55,369.58," 44,410 ",,,,,,,,,,,
91,MYR,Myrtle Beach International,Myrtle Beach,SC,266.11,317.71," 44,035 ",,,,,,,,,,,
92,PWM,Portland International Jetport,Portland,ME,394.87,471.45," 43,040 ",,,,,,,,,,,
93,MSN,Dane County Regional-Truax Field,Madison,WI,483.77,577.58," 42,256 ",,,,,,,,,,,
94,BZN,Bozeman Yellowstone International,Bozeman,MT,457.93,546.73," 39,718 ",,,,,,,,,,,
95,SFB,Orlando Sanford International,Sanford,FL,119.95,143.21," 39,522 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,387.26,462.36," 39,514 ",,,,,,,,,,,
97,PIE,St Pete Clearwater International,St. Petersburg,FL,122.72,146.52," 37,944 ",,,,,,,,,,,
98,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,396.78,473.72," 37,538 ",,,,,,,,,,,
99,GSO,Piedmont Triad International,Greensboro/High Point,NC,437.35,522.16," 35,317 ",,,,,,,,,,,
100,HPN,Westchester County,White Plains,NY,402.26,480.27," 35,091 ",,,,,,,,,,,
101,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,420.30,501.81," 33,692 ",,,,,,,,,,,
102,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,145.09,173.22," 33,615 ",,,,,,,,,,,
103,AVL,Asheville Regional,Asheville,NC,384.37,458.91," 33,509 ",,,,,,,,,,,
104,XNA,Northwest Arkansas National,Fayetteville,AR,537.65,641.92," 33,498 ",,,,,,,,,,,
105,EUG,Mahlon Sweet Field,Eugene,OR,360.73,430.69," 33,026 ",,,,,,,,,,,
106,LIH,Lihue Airport,Lihue,HI,281.88,336.55," 32,532 ",,,,,,,,,,,
107,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,419.56,500.92," 31,183 ",,,,,,,,,,,
108,MDT,Harrisburg International,Harrisburg,PA,486.36,580.67," 30,949 ",,,,,,,,,,,
109,DAY,James M Cox/Dayton International,Dayton,OH,398.52,475.80," 30,855 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,390.24,465.92," 29,802 ",,,,,,,,,,,
111,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,472.61,564.26," 29,251 ",,,,,,,,,,,
112,PGD,Punta Gorda Airport,Punta Gorda,FL,123.68,147.66," 28,272 ",,,,,,,,,,,
113,ISP,Long Island MacArthur,Islip,NY,311.03,371.35," 28,265 ",,,,,,,,,,,
114,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,560.70,669.44," 27,916 ",,,,,,,,,,,
115,LEX,Blue Grass,Lexington,KY,426.12,508.75," 27,888 ",,,,,,,,,,,
116,MAF,Midland International Air and Space Port,Midland/Odessa,TX,459.71,548.85," 27,625 ",,,,,,,,,,,
117,ECP,Northwest Florida Beaches International,Panama City,FL,446.67,533.29," 26,867 ",,,,,,,,,,,
118,SGF,Springfield-Branson National,Springfield,MO,447.73,534.56," 26,473 ",,,,,,,,,,,
119,MHT,Manchester Boston Regional,Manchester,NH,373.34,445.74," 26,222 ",,,,,,,,,,,
120,MFR,Rogue Valley International - Medford,Medford,OR,363.14,433.56," 26,110 ",,,,,,,,,,,
121,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,618.66,738.63," 25,469 ",,,,,,,,,,,
122,ILM,Wilmington International,Wilmington,NC,457.84,546.63," 24,558 ",,,,,,,,,,,
123,FAR,Hector International,Fargo,ND,486.09,580.35," 24,510 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,348.75,416.38," 24,153 ",,,,,,,,,,,
125,CAE,Columbia Metropolitan,Columbia,SC,486.87,581.28," 24,128 ",,,,,,,,,,,
126,SBA,Santa Barbara Municipal,Santa Barbara,CA,525.81,627.77," 23,984 ",,,,,,,,,,,
127,RDM,Roberts Field,Bend/Redmond,OR,397.53,474.62," 23,093 ",,,,,,,,,,,
128,ATW,Appleton International,Appleton,WI,476.26,568.62," 22,839 ",,,,,,,,,,,
129,FWA,Fort Wayne International,Fort Wayne,IN,428.95,512.14," 22,770 ",,,,,,,,,,,
130,CHA,Lovell Field,Chattanooga,TN,406.90,485.81," 22,081 ",,,,,,,,,,,
131,LBB,Lubbock Preston Smith International,Lubbock,TX,414.81,495.25," 21,979 ",,,,,,,,,,,
132,SBN,South Bend International,South Bend,IN,405.44,484.07," 21,936 ",,,,,,,,,,,
133,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,401.64,479.53," 21,441 ",,,,,,,,,,,
134,BTV,Burlington International,Burlington,VT,439.33,524.53," 21,231 ",,,,,,,,,,,
135,FAI,Fairbanks International,Fairbanks,AK,408.03,487.16," 20,659 ",,,,,,,,,,,
136,BIL,Billings Logan International,Billings,MT,460.14,549.38," 19,384 ",,,,,,,,,,,
137,MSO,Missoula Montana,Missoula,MT,416.22,496.94," 19,023 ",,,,,,,,,,,
138,ACY,Atlantic City International,Atlantic City,NJ,125.62,149.99," 18,671 ",,,,,,,,,,,
139,STT,Cyril E King,Charlotte Amalie,VI,390.93,466.75," 18,308 ",,,,,,,,,,,
140,ITO,Hilo International,Hilo,HI,272.41,325.23," 17,964 ",,,,,,,,,,,
141,TLH,Tallahassee International,Tallahassee,FL,564.96,674.52," 17,768 ",,,,,,,,,,,
142,EYW,Key West International,Key West,FL,445.96,532.45," 17,045 ",,,,,,,,,,,
143,FCA,Glacier Park International,Kalispell,MT,443.91,529.99," 16,984 ",,,,,,,,,,,
144,HRL,Valley International,Harlingen/San Benito,TX,368.82,440.35," 16,866 ",,,,,,,,,,,
145,FNT,Bishop International,Flint,MI,361.47,431.57," 16,829 ",,,,,,,,,,,
146,PIA,General Downing - Peoria International,Peoria,IL,348.92,416.59," 16,755 ",,,,,,,,,,,
147,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,464.52,554.60," 16,605 ",,,,,,,,,,,
148,MLI,Quad Cities International,Moline,IL,406.36,485.17," 16,008 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,423.60,505.75," 15,963 ",,,,,,,,,,,
150,CRP,Corpus Christi International,Corpus Christi,TX,445.81,532.26," 15,672 ",,,,,,,,,,,
151,AGS,Augusta Regional at Bush Field,Augusta,GA,436.39,521.02," 15,230 ",,,,,,,,,,,
152,GRB,Green Bay Austin Straubel International,Green Bay,WI,595.42,710.88," 15,022 ",,,,,,,,,,,
153,TVC,Cherry Capital,Traverse City,MI,542.86,648.14," 15,003 ",,,,,,,,,,,
154,RAP,Rapid City Regional,Rapid City,SD,483.95,577.80," 15,000 ",,,,,,,,,,,
155,BGR,Bangor International,Bangor,ME,403.29,481.50," 14,645 ",,,,,,,,,,,
156,SHV,Shreveport Regional,Shreveport,LA,524.04,625.67," 14,381 ",,,,,,,,,,,
157,JAC,Jackson Hole,Jackson,WY,665.17,794.16," 14,367 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,515.64,615.64," 13,424 ",,,,,,,,,,,
159,BQN,Rafael Hernandez,Aguadilla,PR,227.63,271.77," 13,404 ",,,,,,,,,,,
160,DAB,Daytona Beach International,Daytona Beach,FL,368.64,440.13," 13,300 ",,,,,,,,,,,
161,GJT,Grand Junction Regional,Grand Junction,CO,484.47,578.43," 13,180 ",,,,,,,,,,,
162,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,557.80,665.98," 13,002 ",,,,,,,,,,,
163,BIS,Bismarck Municipal,Bismarck/Mandan,ND,420.70,502.29," 12,907 ",,,,,,,,,,,
164,CHO,Charlottesville Albemarle,Charlottesville,VA,421.40,503.12," 12,825 ",,,,,,,,,,,
165,CAK,Akron-Canton Regional,Akron,OH,314.00,374.90," 12,492 ",,,,,,,,,,,
166,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,132.58,158.29," 12,300 ",,,,,,,,,,,
167,MOB,Mobile Regional,Mobile,AL,556.80,664.78," 12,256 ",,,,,,,,,,,
168,GNV,Gainesville Regional,Gainesville,FL,469.31,560.32," 12,222 ",,,,,,,,,,,
169,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,430.43,513.90," 11,902 ",,,,,,,,,,,
170,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,447.23,533.96," 11,792 ",,,,,,,,,,,
171,IDA,Idaho Falls Regional,Idaho Falls,ID,512.03,611.33," 11,705 ",,,,,,,,,,,
172,SBP,San Luis County Regional,San Luis Obispo,CA,510.96,610.05," 11,284 ",,,,,,,,,,,
173,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,295.89,353.27," 10,338 ",,,,,,,,,,,
174,LCK,Rickenbacker International,Columbus,OH,122.92,146.76," 10,329 ",,,,,,,,,,,
175,EVV,Evansville Regional,Evansville,IN,490.70,585.86," 10,307 ",,,,,,,,,,,
176,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,419.24,500.54," 10,155 ",,,,,,,,,,,
177,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,390.21,465.89," 10,009 ",,,,,,,,,,,
178,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,413.26,493.41," 9,970 ",,,,,,,,,,,
179,JNU,Juneau International,Juneau,AK,407.36,486.36," 9,873 ",,,,,,,,,,,
180,MRY,Monterey Regional,Monterey,CA,366.12,437.12," 9,503 ",,,,,,,,,,,
181,BLI,Bellingham International,Bellingham,WA,246.32,294.09," 9,292 ",,,,,,,,,,,
182,TTN,Trenton Mercer,Trenton,NJ,160.65,191.81," 9,198 ",,,,,,,,,,,
183,MLB,Melbourne Orlando International,Melbourne,FL,397.90,475.06," 9,185 ",,,,,,,,,,,
184,DRO,Durango La Plata County,Durango,CO,564.11,673.50," 9,163 ",,,,,,,,,,,
185,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,555.09,662.74," 8,897 ",,,,,,,,,,,
186,BFL,Meadows Field,Bakersfield,CA,586.53,700.28," 8,531 ",,,,,,,,,,,
187,GRK,Robert Gray AAF,Killeen,TX,485.71,579.91," 8,517 ",,,,,,,,,,,
188,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,554.77,662.35," 8,170 ",,,,,,,,,,,
189,MOT,Minot International,Minot,ND,473.33,565.12," 7,755 ",,,,,,,,,,,
190,SGU,St George Regional,St. George,UT,422.40,504.32," 7,705 ",,,,,,,,,,,
191,GTF,Great Falls International,Great Falls,MT,415.64,496.24," 7,637 ",,,,,,,,,,,
192,RFD,Chicago/Rockford International,Rockford,IL,166.51,198.80," 7,383 ",,,,,,,,,,,
193,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,702.58,838.82," 7,337 ",,,,,,,,,,,
194,STX,Henry E. Rohlsen,Christiansted,VI,420.82,502.43," 7,334 ",,,,,,,,,,,
195,MTJ,Montrose Regional,Montrose/Delta,CO,577.42,689.39," 7,013 ",,,,,,,,,,,
196,SCE,University Park,State College,PA,585.69,699.27," 6,866 ",,,,,,,,,,,
197,USA,Concord Padgett Regional,Concord,NC,113.87,135.95," 6,728 ",,,,,,,,,,,
198,DLH,Duluth International,Duluth,MN,546.60,652.61," 6,652 ",,,,,,,,,,,
199,MGM,Montgomery Regional,Montgomery,AL,567.46,677.51," 6,584 ",,,,,,,,,,,
200,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,234.44,279.90," 6,574 ",,,,,,,,,,,
201,HHH,Hilton Head Airport,Hilton Head,SC,497.70,594.22," 6,408 ",,,,,,,,,,,
202,LBE,Arnold Palmer Regional,Latrobe,PA,119.09,142.19," 6,136 ",,,,,,,,,,,
203,BRO,Brownsville South Padre Island International,Brownsville,TX,471.39,562.80," 6,127 ",,,,,,,,,,,
204,LAN,Capital Region International,Lansing,MI,426.42,509.11," 5,888 ",,,,,,,,,,,
205,LRD,Laredo International,Laredo,TX,439.12,524.28," 5,865 ",,,,,,,,,,,
206,AEX,Alexandria International,Alexandria,LA,555.42,663.13," 5,806 ",,,,,,,,,,,
207,CWA,Central Wisconsin,Mosinee,WI,579.47,691.85," 5,754 ",,,,,,,,,,,
208,PVU,Provo Municipal,Provo,UT,106.73,127.43," 5,688 ",,,,,,,,,,,
209,TOL,Eugene F Kranz Toledo Express,Toledo,OH,248.23,296.37," 5,563 ",,,,,,,,,,,
210,LSE,La Crosse Regional,La Crosse,WI,521.51,622.64," 5,497 ",,,,,,,,,,,
211,EGE,Eagle County Regional,Eagle,CO,672.93,803.43," 5,285 ",,,,,,,,,,,
212,YUM,Yuma MCAS/Yuma International,Yuma,AZ,485.18,579.26," 5,255 ",,,,,,,,,,,
213,SCK,Stockton Metro,Stockton,CA,120.22,143.54," 5,232 ",,,,,,,,,,,
214,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,532.52,635.80," 5,176 ",,,,,,,,,,,
215,RST,Rochester International,Rochester,MN,407.56,486.60," 5,139 ",,,,,,,,,,,
216,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,475.16,567.30," 5,060 ",,,,,,,,,,,
217,LNK,Lincoln Airport,Lincoln,NE,504.97,602.89," 5,033 ",,,,,,,,,,,
218,ELM,Elmira/Corning Regional,Elmira/Corning,NY,436.41,521.05," 5,016 ",,,,,,,,,,,
219,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,665.48,794.54," 4,875 ",,,,,,,,,,,
220,MLU,Monroe Regional,Monroe,LA,582.16,695.06," 4,860 ",,,,,,,,,,,
221,FLG,Flagstaff Pulliam,Flagstaff,AZ,434.58,518.86," 4,845 ",,,,,,,,,,,
222,COU,Columbia Regional,Columbia,MO,477.47,570.07," 4,701 ",,,,,,,,,,,
223,HDN,Yampa Valley,Hayden,CO,585.86,699.47," 4,571 ",,,,,,,,,,,
224,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,442.60,528.44," 4,529 ",,,,,,,,,,,
225,ERI,Erie International/Tom Ridge Field,Erie,PA,452.60,540.37," 4,465 ",,,,,,,,,,,
226,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,310.89,371.18," 4,411 ",,,,,,,,,,,
227,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,484.67,578.67," 4,256 ",,,,,,,,,,,
228,ABI,Abilene Regional,Abilene,TX,496.80,593.14," 4,199 ",,,,,,,,,,,
229,ACK,Nantucket Memorial,Nantucket,MA,314.76,375.80," 4,191 ",,,,,,,,,,,
230,MBS,MBS International,Saginaw/Bay City/Midland,MI,583.57,696.75," 4,177 ",,,,,,,,,,,
231,GFK,Grand Forks International,Grand Forks,ND,441.01,526.53," 4,123 ",,,,,,,,,,,
232,SAF,Santa Fe Municipal,Santa Fe,NM,448.87,535.92," 4,034 ",,,,,,,,,,,
233,SPI,Abraham Lincoln Capital,Springfield,IL,353.05,421.52," 4,033 ",,,,,,,,,,,
234,KTN,Ketchikan International,Ketchikan,AK,451.75,539.35," 4,031 ",,,,,,,,,,,
235,GUM,Guam International,Guam,TT,1616.58,1930.07," 3,980 ",,,,,,,,,,,
236,BET,Bethel Airport,Bethel,AK,379.89,453.56," 3,893 ",,,,,,,,,,,
237,CPR,Casper/Natrona County International,Casper,WY,449.14,536.23," 3,792 ",,,,,,,,,,,
238,HLN,Helena Regional,Helena,MT,530.89,633.84," 3,759 ",,,,,,,,,,,
239,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,456.01,544.44," 3,753 ",,,,,,,,,,,
240,GRI,Central Nebraska Regional,Grand Island,NE,307.31,366.91," 3,669 ",,,,,,,,,,,
241,CLL,Easterwood Field,College Station/Bryan,TX,549.05,655.53," 3,608 ",,,,,,,,,,,
242,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,501.91,599.24," 3,513 ",,,,,,,,,,,
243,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,463.31,553.16," 3,452 ",,,,,,,,,,,
244,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,524.37,626.06," 3,427 ",,,,,,,,,,,
245,CMI,University of Illinois/Willard,Champaign/Urbana,IL,515.22,615.13," 3,301 ",,,,,,,,,,,
246,RDD,Redding Municipal,Redding,CA,457.57,546.30," 3,292 ",,,,,,,,,,,
247,LCH,Lake Charles Regional,Lake Charles,LA,605.37,722.77," 3,278 ",,,,,,,,,,,
248,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,542.32,647.49," 3,259 ",,,,,,,,,,,
249,MQT,Sawyer International,Marquette,MI,564.68,674.18," 3,013 ",,,,,,,,,,,
250,PUW,Pullman Moscow Regional,Pullman,WA,379.98,453.67," 2,983 ",,,,,,,,,,,
251,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,412.22,492.16," 2,852 ",,,,,,,,,,,
252,IAG,Niagara Falls International,Niagara Falls,NY,143.77,171.65," 2,831 ",,,,,,,,,,,
253,EAT,Pangborn Memorial,Wenatchee,WA,367.32,438.55," 2,816 ",,,,,,,,,,,
254,SIT,Sitka Rocky Gutierrez,Sitka,AK,402.52,480.58," 2,765 ",,,,,,,,,,,
255,PSM,Portsmouth International at Pease,Portsmouth,NH,157.31,187.81," 2,731 ",,,,,,,,,,,
256,CSG,Columbus Airport,Columbus,GA,504.57,602.42," 2,693 ",,,,,,,,,,,
257,ADQ,Kodiak Airport,Kodiak,AK,553.56,660.91," 2,681 ",,,,,,,,,,,
258,FSM,Fort Smith Regional,Fort Smith,AR,576.44,688.23," 2,626 ",,,,,,,,,,,
259,ROW,Roswell Air Center,Roswell,NM,455.12,543.38," 2,572 ",,,,,,,,,,,
260,ACT,Waco Regional,Waco,TX,514.30,614.03," 2,483 ",,,,,,,,,,,
261,TYR,Tyler Pounds Regional,Tyler,TX,546.18,652.10," 2,461 ",,,,,,,,,,,
262,PBG,Plattsburgh International,Plattsburgh,NY,155.58,185.75," 2,456 ",,,,,,,,,,,
263,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,321.28,383.59," 2,432 ",,,,,,,,,,,
