2021 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2022),2021 Passengers (10% sample),,,,,,,,,,,
89,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,294.19,478.65,"47,981",,,,,,,,,,,
90,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,87.88,142.99,"44,410",,,,,,,,,,,
91,MYR,Myrtle Beach International,Myrtle Beach,SC,254.58,414.20,"44,035",,,,,,,,,,,
92,PWM,Portland International Jetport,Portland,ME,406.46,661.30,"43,040",,,,,,,,,,,
93,MSN,Dane County Regional-Truax Field,Madison,WI,338.52,550.76,"42,256",,,,,,,,,,,
94,BZN,Bozeman Yellowstone International,Bozeman,MT,420.60,684.32,"39,718",,,,,,,,,,,
95,SFB,Orlando Sanford International,Sanford,FL,114.27,185.91,"39,522",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,389.08,633.03,"39,514",,,,,,,,,,,
97,PIE,St Pete Clearwater International,St. Petersburg,FL,183.05,297.81,"37,944",,,,,,,,,,,
98,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,316.51,514.96,"37,538",,,,,,,,,,,
99,GSO,Piedmont Triad International,Greensboro/High Point,NC,319.43,519.71,"35,317",,,,,,,,,,,
100,HPN,Westchester County,White Plains,NY,500.06,813.60,"35,091",,,,,,,,,,,
101,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,386.77,629.27,"33,692",,,,,,,,,,,
102,AVL,Asheville Regional,Asheville,NC,438.24,713.00,"33,509",,,,,,,,,,,
103,XNA,Northwest Arkansas National,Fayetteville,AR,401.22,652.78,"33,498",,,,,,,,,,,
104,EUG,Mahlon Sweet Field,Eugene,OR,369.24,600.75,"33,026",,,,,,,,,,,
105,LIH,Lihue Airport,Lihue,HI,68.78,111.90,"32,532",,,,,,,,,,,
106,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,402.06,654.14,"31,183",,,,,,,,,,,
107,MDT,Harrisburg International,Harrisburg,PA,368.56,599.64,"30,949",,,,,,,,,,,
108,DAY,James M Cox/Dayton International,Dayton,OH,300.70,489.23,"30,855",,,,,,,,,,,
109,FSD,Joe Foss Field,Sioux Falls,SD,415.53,676.06,"29,802",,,,,,,,,,,
110,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,376.05,611.83,"29,251",,,,,,,,,,,
111,ISP,Long Island MacArthur,Islip,NY,234.99,382.33,"28,265",,,,,,,,,,,
112,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,321.16,522.52,"27,916",,,,,,,,,,,
113,LEX,Blue Grass,Lexington,KY,356.51,580.04,"27,888",,,,,,,,,,,
114,MAF,Midland International Air and Space Port,Midland/Odessa,TX,232.66,378.54,"27,625",,,,,,,,,,,
115,SGF,Springfield-Branson National,Springfield,MO,415.62,676.21,"26,473",,,,,,,,,,,
116,MHT,Manchester Boston Regional,Manchester,NH,305.48,497.01,"26,222",,,,,,,,,,,
117,MFR,Rogue Valley International - Medford,Medford,OR,375.20,610.45,"26,110",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,437.31,711.50,"25,469",,,,,,,,,,,
119,ILM,Wilmington International,Wilmington,NC,405.59,659.89,"24,558",,,,,,,,,,,
120,FAR,Hector International,Fargo,ND,445.95,725.56,"24,510",,,,,,,,,,,
121,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,429.02,698.01,"24,153",,,,,,,,,,,
122,CAE,Columbia Metropolitan,Columbia,SC,467.96,761.36,"24,128",,,,,,,,,,,
123,SBA,Santa Barbara Municipal,Santa Barbara,CA,419.09,681.85,"23,984",,,,,,,,,,,
124,RDM,Roberts Field,Bend/Redmond,OR,358.82,583.79,"23,093",,,,,,,,,,,
125,ATW,Appleton International,Appleton,WI,411.59,669.65,"22,839",,,,,,,,,,,
126,FWA,Fort Wayne International,Fort Wayne,IN,396.89,645.74,"22,770",,,,,,,,,,,
127,CHA,Lovell Field,Chattanooga,TN,404.72,658.48,"22,081",,,,,,,,,,,
128,LBB,Lubbock Preston Smith International,Lubbock,TX,234.72,381.89,"21,979",,,,,,,,,,,
129,SBN,South Bend International,South Bend,IN,330.83,538.27,"21,936",,,,,,,,,,,
130,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,383.24,623.53,"21,441",,,,,,,,,,,
131,BTV,Burlington International,Burlington,VT,329.38,535.89,"21,231",,,,,,,,,,,
132,FAI,Fairbanks International,Fairbanks,AK,392.85,639.16,"20,659",,,,,,,,,,,
133,BIL,Billings Logan International,Billings,MT,393.15,639.65,"19,384",,,,,,,,,,,
134,MSO,Missoula Montana,Missoula,MT,406.85,661.94,"19,023",,,,,,,,,,,
135,ACY,Atlantic City International,Atlantic City,NJ,221.16,359.83,"18,671",,,,,,,,,,,
136,STT,Cyril E King,Charlotte Amalie,VI,365.88,595.28,"18,308",,,,,,,,,,,
137,ITO,Hilo International,Hilo,HI,62.20,101.21,"17,964",,,,,,,,,,,
138,TLH,Tallahassee International,Tallahassee,FL,263.32,428.42,"17,768",,,,,,,,,,,
139,EYW,Key West International,Key West,FL,377.07,613.49,"17,045",,,,,,,,,,,
140,FCA,Glacier Park International,Kalispell,MT,403.32,656.20,"16,984",,,,,,,,,,,
141,HRL,Valley International,Harlingen/San Benito,TX,228.58,371.90,"16,866",,,,,,,,,,,
142,FNT,Bishop International,Flint,MI,286.77,466.57,"16,829",,,,,,,,,,,
143,PIA,General Downing - Peoria International,Peoria,IL,345.91,562.80,"16,755",,,,,,,,,,,
144,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,343.91,559.54,"16,605",,,,,,,,,,,
145,MLI,Quad Cities International,Moline,IL,306.46,498.61,"16,008",,,,,,,,,,,
146,AMA,Rick Husband Amarillo International,Amarillo,TX,252.40,410.66,"15,963",,,,,,,,,,,
147,CRP,Corpus Christi International,Corpus Christi,TX,299.34,487.02,"15,672",,,,,,,,,,,
148,AGS,Augusta Regional at Bush Field,Augusta,GA,481.79,783.87,"15,230",,,,,,,,,,,
149,GRB,Green Bay Austin Straubel International,Green Bay,WI,383.63,624.16,"15,022",,,,,,,,,,,
150,TVC,Cherry Capital,Traverse City,MI,392.39,638.42,"15,003",,,,,,,,,,,
151,RAP,Rapid City Regional,Rapid City,SD,403.66,656.76,"15,000",,,,,,,,,,,
152,BGR,Bangor International,Bangor,ME,337.39,548.93,"14,645",,,,,,,,,,,
153,SHV,Shreveport Regional,Shreveport,LA,394.89,642.49,"14,381",,,,,,,,,,,
154,JAC,Jackson Hole,Jackson,WY,502.66,817.82,"14,367",,,,,,,,,,,
155,ROA,Roanoke Blacksburg Regional,Roanoke,VA,431.68,702.34,"13,424",,,,,,,,,,,
156,BQN,Rafael Hernandez,Aguadilla,PR,273.66,445.24,"13,404",,,,,,,,,,,
157,DAB,Daytona Beach International,Daytona Beach,FL,346.06,563.03,"13,300",,,,,,,,,,,
158,GJT,Grand Junction Regional,Grand Junction,CO,404.08,657.44,"13,180",,,,,,,,,,,
159,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,364.04,592.29,"13,002",,,,,,,,,,,
160,BIS,Bismarck Municipal,Bismarck/Mandan,ND,430.77,700.86,"12,907",,,,,,,,,,,
161,CHO,Charlottesville Albemarle,Charlottesville,VA,445.68,725.12,"12,825",,,,,,,,,,,
162,CAK,Akron-Canton Regional,Akron,OH,263.14,428.12,"12,492",,,,,,,,,,,
163,MOB,Mobile Regional,Mobile,AL,411.32,669.21,"12,256",,,,,,,,,,,
164,GNV,Gainesville Regional,Gainesville,FL,384.70,625.90,"12,222",,,,,,,,,,,
165,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,403.22,656.04,"11,902",,,,,,,,,,,
166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,295.55,480.86,"11,792",,,,,,,,,,,
167,IDA,Idaho Falls Regional,Idaho Falls,ID,434.67,707.20,"11,705",,,,,,,,,,,
168,SBP,San Luis County Regional,San Luis Obispo,CA,378.16,615.27,"11,284",,,,,,,,,,,
169,EVV,Evansville Regional,Evansville,IN,380.81,619.58,"10,307",,,,,,,,,,,
170,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,469.69,764.18,"10,155",,,,,,,,,,,
171,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,403.60,656.66,"10,009",,,,,,,,,,,
172,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,286.40,465.97,"9,970",,,,,,,,,,,
173,JNU,Juneau International,Juneau,AK,347.47,565.34,"9,873",,,,,,,,,,,
174,MRY,Monterey Regional,Monterey,CA,446.66,726.71,"9,503",,,,,,,,,,,
175,BLI,Bellingham International,Bellingham,WA,332.25,540.56,"9,292",,,,,,,,,,,
176,TTN,Trenton Mercer,Trenton,NJ,484.80,788.76,"9,198",,,,,,,,,,,
177,MLB,Melbourne Orlando International,Melbourne,FL,392.18,638.07,"9,185",,,,,,,,,,,
178,DRO,Durango La Plata County,Durango,CO,407.37,662.79,"9,163",,,,,,,,,,,
179,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,423.91,689.69,"8,897",,,,,,,,,,,
180,BFL,Meadows Field,Bakersfield,CA,385.78,627.65,"8,531",,,,,,,,,,,
181,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,399.86,650.57,"8,170",,,,,,,,,,,
182,MOT,Minot International,Minot,ND,452.86,736.80,"7,755",,,,,,,,,,,
183,SGU,St George Regional,St. George,UT,392.71,638.94,"7,705",,,,,,,,,,,
184,GTF,Great Falls International,Great Falls,MT,422.50,687.41,"7,637",,,,,,,,,,,
185,RFD,Chicago/Rockford International,Rockford,IL,140.73,228.96,"7,383",,,,,,,,,,,
186,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,507.30,825.37,"7,337",,,,,,,,,,,
187,STX,Henry E. Rohlsen,Christiansted,VI,354.57,576.88,"7,334",,,,,,,,,,,
188,MTJ,Montrose Regional,Montrose/Delta,CO,403.80,656.98,"7,013",,,,,,,,,,,
189,SCE,University Park,State College,PA,445.69,725.14,"6,866",,,,,,,,,,,
190,DLH,Duluth International,Duluth,MN,454.41,739.32,"6,652",,,,,,,,,,,
191,MGM,Montgomery Regional,Montgomery,AL,381.26,620.30,"6,584",,,,,,,,,,,
192,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,411.87,670.10,"6,574",,,,,,,,,,,
193,HHH,Hilton Head Airport,Hilton Head,SC,412.24,670.72,"6,408",,,,,,,,,,,
194,LBE,Arnold Palmer Regional,Latrobe,PA,524.01,852.56,"6,136",,,,,,,,,,,
195,BRO,Brownsville South Padre Island International,Brownsville,TX,407.62,663.20,"6,127",,,,,,,,,,,
196,LAN,Capital Region International,Lansing,MI,358.45,583.20,"5,888",,,,,,,,,,,
197,LRD,Laredo International,Laredo,TX,374.59,609.46,"5,865",,,,,,,,,,,
198,AEX,Alexandria International,Alexandria,LA,396.66,645.36,"5,806",,,,,,,,,,,
199,CWA,Central Wisconsin,Mosinee,WI,398.20,647.86,"5,754",,,,,,,,,,,
200,TOL,Eugene F Kranz Toledo Express,Toledo,OH,293.08,476.84,"5,563",,,,,,,,,,,
201,LSE,La Crosse Regional,La Crosse,WI,396.36,644.87,"5,497",,,,,,,,,,,
202,EGE,Eagle County Regional,Eagle,CO,454.58,739.59,"5,285",,,,,,,,,,,
203,YUM,Yuma MCAS/Yuma International,Yuma,AZ,362.64,590.02,"5,255",,,,,,,,,,,
204,SCK,Stockton Metro,Stockton,CA,300.68,489.21,"5,232",,,,,,,,,,,
205,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,409.78,666.71,"5,176",,,,,,,,,,,
206,RST,Rochester International,Rochester,MN,425.37,692.08,"5,139",,,,,,,,,,,
207,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,217.93,354.56,"5,060",,,,,,,,,,,
208,LNK,Lincoln Airport,Lincoln,NE,345.55,562.21,"5,033",,,,,,,,,,,
209,ELM,Elmira/Corning Regional,Elmira/Corning,NY,414.75,674.79,"5,016",,,,,,,,,,,
210,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,361.73,588.53,"4,875",,,,,,,,,,,
211,MLU,Monroe Regional,Monroe,LA,434.93,707.63,"4,860",,,,,,,,,,,
212,FLG,Flagstaff Pulliam,Flagstaff,AZ,319.83,520.37,"4,845",,,,,,,,,,,
213,COU,Columbia Regional,Columbia,MO,388.67,632.37,"4,701",,,,,,,,,,,
214,HDN,Yampa Valley,Hayden,CO,462.07,751.78,"4,571",,,,,,,,,,,
215,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,388.68,632.38,"4,529",,,,,,,,,,,
216,ERI,Erie International/Tom Ridge Field,Erie,PA,352.08,572.83,"4,465",,,,,,,,,,,
217,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,402.41,654.71,"4,411",,,,,,,,,,,
218,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,527.66,858.50,"4,256",,,,,,,,,,,
219,ABI,Abilene Regional,Abilene,TX,407.74,663.38,"4,199",,,,,,,,,,,
220,ACK,Nantucket Memorial,Nantucket,MA,390.16,634.79,"4,191",,,,,,,,,,,
221,MBS,MBS International,Saginaw/Bay City/Midland,MI,389.32,633.42,"4,177",,,,,,,,,,,
222,GFK,Grand Forks International,Grand Forks,ND,436.30,709.86,"4,123",,,,,,,,,,,
223,SAF,Santa Fe Municipal,Santa Fe,NM,639.55,1040.55,"4,034",,,,,,,,,,,
224,SPI,Abraham Lincoln Capital,Springfield,IL,307.07,499.61,"4,033",,,,,,,,,,,
225,KTN,Ketchikan International,Ketchikan,AK,380.64,619.29,"4,031",,,,,,,,,,,
226,GUM,Guam International,Guam,TT,893.29,1453.37,"3,980",,,,,,,,,,,
227,BET,Bethel Airport,Bethel,AK,362.20,589.30,"3,893",,,,,,,,,,,
228,CPR,Casper/Natrona County International,Casper,WY,489.63,796.62,"3,792",,,,,,,,,,,
229,HLN,Helena Regional,Helena,MT,446.44,726.36,"3,759",,,,,,,,,,,
230,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,449.56,731.43,"3,753",,,,,,,,,,,
231,GRI,Central Nebraska Regional,Grand Island,NE,451.38,734.38,"3,669",,,,,,,,,,,
232,CLL,Easterwood Field,College Station/Bryan,TX,403.73,656.86,"3,608",,,,,,,,,,,
233,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,420.36,683.93,"3,513",,,,,,,,,,,
234,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,344.52,560.53,"3,452",,,,,,,,,,,
235,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,423.30,688.71,"3,427",,,,,,,,,,,
236,CMI,University of Illinois/Willard,Champaign/Urbana,IL,378.30,615.49,"3,301",,,,,,,,,,,
237,RDD,Redding Municipal,Redding,CA,372.60,606.22,"3,292",,,,,,,,,,,
238,LCH,Lake Charles Regional,Lake Charles,LA,400.02,650.83,"3,278",,,,,,,,,,,
239,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,421.15,685.20,"3,259",,,,,,,,,,,
240,MQT,Sawyer International,Marquette,MI,374.08,608.63,"3,013",,,,,,,,,,,
241,PUW,Pullman Moscow Regional,Pullman,WA,304.41,495.27,"2,983",,,,,,,,,,,
242,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,302.63,492.38,"2,852",,,,,,,,,,,
243,EAT,Pangborn Memorial,Wenatchee,WA,285.53,464.56,"2,816",,,,,,,,,,,
244,SIT,Sitka Rocky Gutierrez,Sitka,AK,294.13,478.54,"2,765",,,,,,,,,,,
245,PSM,Portsmouth International at Pease,Portsmouth,NH,123.08,200.25,"2,731",,,,,,,,,,,
246,CSG,Columbus Airport,Columbus,GA,398.18,647.83,"2,693",,,,,,,,,,,
247,ADQ,Kodiak Airport,Kodiak,AK,510.22,830.12,"2,681",,,,,,,,,,,
248,FSM,Fort Smith Regional,Fort Smith,AR,378.46,615.74,"2,626",,,,,,,,,,,
249,ROW,Roswell Air Center,Roswell,NM,620.96,1010.29,"2,572",,,,,,,,,,,
250,ACT,Waco Regional,Waco,TX,393.38,640.02,"2,483",,,,,,,,,,,
251,TYR,Tyler Pounds Regional,Tyler,TX,431.78,702.50,"2,461",,,,,,,,,,,
252,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,505.69,822.76,"2,432",,,,,,,,,,,
253,PSE,Mercedita,Ponce,PR,536.88,873.51,"2,413",,,,,,,,,,,
254,VLD,Valdosta Regional,Valdosta,GA,428.56,697.26,"2,294",,,,,,,,,,,
255,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,392.61,638.78,"2,244",,,,,,,,,,,
256,ALW,Walla Walla Regional,Walla Walla,WA,308.08,501.24,"2,204",,,,,,,,,,,
257,HVN,Tweed New Haven,New Haven,CT,410.60,668.04,"2,188",,,,,,,,,,,
258,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,412.59,671.28,"2,184",,,,,,,,,,,
259,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,383.18,623.44,"2,126",,,,,,,,,,,
260,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,524.19,852.85,"2,065",,,,,,,,,,,
261,DHN,Dothan Regional,Dothan,AL,471.51,767.15,"1,974",,,,,,,,,,,
262,GTR,Golden Triangle Regional,Columbus,MS,426.86,694.50,"1,955",,,,,,,,,,,
263,PGV,Pitt Greenville,Greenville,NC,417.46,679.20,"1,953",,,,,,,,,,,
264,LWS,Lewiston Nez Perce County,Lewiston,ID,307.27,499.92,"1,877",,,,,,,,,,,
265,ABY,Southwest Georgia Regional,Albany,GA,477.24,776.46,"1,804",,,,,,,,,,,
266,TXK,Texarkana Regional-Webb Field,Texarkana,AR,462.16,751.94,"1,730",,,,,,,,,,,
267,COD,Yellowstone Regional,Cody,WY,489.61,796.60,"1,713",,,,,,,,,,,
268,GCK,Garden City Regional,Garden City,KS,477.70,777.22,"1,657",,,,,,,,,,,
269,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,462.58,752.61,"1,639",,,,,,,,,,,
270,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,394.75,642.25,"1,631",,,,,,,,,,,
271,OTZ,Ralph Wien Memorial,Kotzebue,AK,440.02,715.91,"1,608",,,,,,,,,,,
272,BJI,Bemidji Regional,Bemidji,MN,445.02,724.05,"1,603",,,,,,,,,,,
273,BQK,Brunswick Golden Isles,Brunswick,GA,367.41,597.77,"1,518",,,,,,,,,,,
274,OME,Nome Airport,Nome,AK,449.92,732.02,"1,505",,,,,,,,,,,
275,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,403.13,655.89,"1,479",,,,,,,,,,,
276,GGG,East Texas Regional,Longview,TX,399.29,649.65,"1,477",,,,,,,,,,,
