2021 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2022),2021 Passengers (10% sample),,,,,,,,,,,
55,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,266.31,423.66,"120,424",,,,,,,,,,,
56,OMA,Eppley Airfield,Omaha,NE,292.89,465.94,"106,587",,,,,,,,,,,
57,MEM,Memphis International,Memphis,TN,371.74,591.40,"106,166",,,,,,,,,,,
58,RIC,Richmond International,Richmond,VA,415.97,661.75,"99,005",,,,,,,,,,,
59,BOI,Boise Air Terminal,Boise,ID,266.07,423.29,"97,566",,,,,,,,,,,
60,BUR,Bob Hope,Burbank,CA,206.47,328.47,"97,139",,,,,,,,,,,
61,ORF,Norfolk International,Norfolk,VA,318.47,506.65,"96,550",,,,,,,,,,,
62,CHS,Charleston AFB/International,Charleston,SC,446.85,710.88,"92,905",,,,,,,,,,,
63,GRR,Gerald R. Ford International,Grand Rapids,MI,341.57,543.40,"91,893",,,,,,,,,,,
64,OKC,Will Rogers World,Oklahoma City,OK,305.21,485.56,"91,480",,,,,,,,,,,
65,SDF,Louisville Muhammad Ali International,Louisville,KY,294.11,467.90,"88,375",,,,,,,,,,,
66,ANC,Ted Stevens Anchorage International,Anchorage,AK,455.07,723.97,"86,440",,,,,,,,,,,
67,GEG,Spokane International,Spokane,WA,265.18,421.87,"86,252",,,,,,,,,,,
68,ABQ,Albuquerque International Sunport,Albuquerque,NM,278.54,443.12,"85,944",,,,,,,,,,,
69,BUF,Buffalo Niagara International,Buffalo,NY,260.87,415.02,"83,896",,,,,,,,,,,
70,ELP,El Paso International,El Paso,TX,267.43,425.44,"83,186",,,,,,,,,,,
71,RNO,Reno/Tahoe International,Reno,NV,235.05,373.94,"81,805",,,,,,,,,,,
72,OGG,Kahului Airport,Kahului,HI,131.51,209.22,"74,704",,,,,,,,,,,
73,TUS,Tucson International,Tucson,AZ,292.31,465.04,"70,359",,,,,,,,,,,
74,PVD,Rhode Island Tf Green International,Providence,RI,302.00,480.45,"68,118",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,336.75,535.72,"67,129",,,,,,,,,,,
76,TUL,Tulsa International,Tulsa,OK,304.23,483.99,"64,735",,,,,,,,,,,
77,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,313.29,498.41,"62,393",,,,,,,,,,,
78,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,330.45,525.70,"62,011",,,,,,,,,,,
79,SAV,Savannah/Hilton Head International,Savannah,GA,321.95,512.18,"57,556",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,324.91,516.89,"57,118",,,,,,,,,,,
81,LGB,Long Beach Airport,Long Beach,CA,239.83,381.55,"57,022",,,,,,,,,,,
82,PNS,Pensacola International,Pensacola,FL,323.68,514.93,"54,946",,,,,,,,,,,
83,SYR,Syracuse Hancock International,Syracuse,NY,352.57,560.89,"52,889",,,,,,,,,,,
84,FAT,Fresno Yosemite International,Fresno,CA,382.84,609.04,"52,418",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,428.06,681.00,"49,200",,,,,,,,,,,
86,GSP,Greenville-Spartanburg International,Greer,SC,472.62,751.88,"49,148",,,,,,,,,,,
87,COS,City of Colorado Springs Municipal,Colorado Springs,CO,375.85,597.92,"48,798",,,,,,,,,,,
88,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,309.30,492.05,"48,278",,,,,,,,,,,
89,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,290.94,462.86,"47,981",,,,,,,,,,,
90,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,126.22,200.81,"44,410",,,,,,,,,,,
91,MYR,Myrtle Beach International,Myrtle Beach,SC,259.15,412.28,"44,035",,,,,,,,,,,
92,PWM,Portland International Jetport,Portland,ME,410.55,653.13,"43,040",,,,,,,,,,,
93,MSN,Dane County Regional-Truax Field,Madison,WI,319.16,507.74,"42,256",,,,,,,,,,,
94,BZN,Bozeman Yellowstone International,Bozeman,MT,426.66,678.76,"39,718",,,,,,,,,,,
95,SFB,Orlando Sanford International,Sanford,FL,102.37,162.86,"39,522",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,370.65,589.65,"39,514",,,,,,,,,,,
97,PIE,St Pete Clearwater International,St. Petersburg,FL,211.40,336.31,"37,944",,,,,,,,,,,
98,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,295.93,470.79,"37,538",,,,,,,,,,,
99,GSO,Piedmont Triad International,Greensboro/High Point,NC,326.00,518.63,"35,317",,,,,,,,,,,
100,HPN,Westchester County,White Plains,NY,486.08,773.29,"35,091",,,,,,,,,,,
101,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,364.90,580.52,"33,692",,,,,,,,,,,
102,AVL,Asheville Regional,Asheville,NC,459.49,731.00,"33,509",,,,,,,,,,,
103,XNA,Northwest Arkansas National,Fayetteville,AR,419.73,667.74,"33,498",,,,,,,,,,,
104,EUG,Mahlon Sweet Field,Eugene,OR,387.10,615.82,"33,026",,,,,,,,,,,
105,LIH,Lihue Airport,Lihue,HI,104.87,166.83,"32,532",,,,,,,,,,,
106,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,422.49,672.13,"31,183",,,,,,,,,,,
107,MDT,Harrisburg International,Harrisburg,PA,376.42,598.83,"30,949",,,,,,,,,,,
108,DAY,James M Cox/Dayton International,Dayton,OH,296.23,471.27,"30,855",,,,,,,,,,,
109,FSD,Joe Foss Field,Sioux Falls,SD,416.03,661.85,"29,802",,,,,,,,,,,
110,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,385.32,613.00,"29,251",,,,,,,,,,,
111,ISP,Long Island MacArthur,Islip,NY,237.47,377.78,"28,265",,,,,,,,,,,
112,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,332.09,528.32,"27,916",,,,,,,,,,,
113,LEX,Blue Grass,Lexington,KY,321.15,510.91,"27,888",,,,,,,,,,,
114,MAF,Midland International Air and Space Port,Midland/Odessa,TX,237.65,378.08,"27,625",,,,,,,,,,,
115,SGF,Springfield-Branson National,Springfield,MO,421.66,670.81,"26,473",,,,,,,,,,,
116,MHT,Manchester Boston Regional,Manchester,NH,307.87,489.78,"26,222",,,,,,,,,,,
117,MFR,Rogue Valley International - Medford,Medford,OR,386.99,615.66,"26,110",,,,,,,,,,,
118,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,441.36,702.15,"25,469",,,,,,,,,,,
119,ILM,Wilmington International,Wilmington,NC,431.10,685.82,"24,558",,,,,,,,,,,
120,FAR,Hector International,Fargo,ND,432.83,688.57,"24,510",,,,,,,,,,,
121,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,430.01,684.09,"24,153",,,,,,,,,,,
122,CAE,Columbia Metropolitan,Columbia,SC,462.88,736.39,"24,128",,,,,,,,,,,
123,SBA,Santa Barbara Municipal,Santa Barbara,CA,415.62,661.19,"23,984",,,,,,,,,,,
124,RDM,Roberts Field,Bend/Redmond,OR,372.35,592.37,"23,093",,,,,,,,,,,
125,ATW,Appleton International,Appleton,WI,383.71,610.44,"22,839",,,,,,,,,,,
126,FWA,Fort Wayne International,Fort Wayne,IN,379.95,604.45,"22,770",,,,,,,,,,,
127,CHA,Lovell Field,Chattanooga,TN,412.94,656.94,"22,081",,,,,,,,,,,
128,LBB,Lubbock Preston Smith International,Lubbock,TX,239.06,380.31,"21,979",,,,,,,,,,,
129,SBN,South Bend International,South Bend,IN,325.21,517.36,"21,936",,,,,,,,,,,
130,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,403.77,642.35,"21,441",,,,,,,,,,,
131,BTV,Burlington International,Burlington,VT,345.25,549.26,"21,231",,,,,,,,,,,
132,FAI,Fairbanks International,Fairbanks,AK,442.57,704.07,"20,659",,,,,,,,,,,
133,BIL,Billings Logan International,Billings,MT,384.46,611.62,"19,384",,,,,,,,,,,
134,MSO,Missoula Montana,Missoula,MT,421.50,670.55,"19,023",,,,,,,,,,,
135,ACY,Atlantic City International,Atlantic City,NJ,223.85,356.12,"18,671",,,,,,,,,,,
136,STT,Cyril E King,Charlotte Amalie,VI,411.98,655.40,"18,308",,,,,,,,,,,
137,ITO,Hilo International,Hilo,HI,91.18,145.06,"17,964",,,,,,,,,,,
138,TLH,Tallahassee International,Tallahassee,FL,278.88,443.67,"17,768",,,,,,,,,,,
139,EYW,Key West International,Key West,FL,379.85,604.29,"17,045",,,,,,,,,,,
140,FCA,Glacier Park International,Kalispell,MT,427.48,680.07,"16,984",,,,,,,,,,,
141,HRL,Valley International,Harlingen/San Benito,TX,230.88,367.29,"16,866",,,,,,,,,,,
142,FNT,Bishop International,Flint,MI,283.26,450.62,"16,829",,,,,,,,,,,
143,PIA,General Downing - Peoria International,Peoria,IL,377.82,601.07,"16,755",,,,,,,,,,,
144,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,351.84,559.73,"16,605",,,,,,,,,,,
145,MLI,Quad Cities International,Moline,IL,289.53,460.60,"16,008",,,,,,,,,,,
146,AMA,Rick Husband Amarillo International,Amarillo,TX,250.36,398.29,"15,963",,,,,,,,,,,
147,CRP,Corpus Christi International,Corpus Christi,TX,319.11,507.67,"15,672",,,,,,,,,,,
148,AGS,Augusta Regional at Bush Field,Augusta,GA,463.21,736.91,"15,230",,,,,,,,,,,
149,GRB,Green Bay Austin Straubel International,Green Bay,WI,366.02,582.30,"15,022",,,,,,,,,,,
150,TVC,Cherry Capital,Traverse City,MI,395.54,629.25,"15,003",,,,,,,,,,,
151,RAP,Rapid City Regional,Rapid City,SD,400.55,637.22,"15,000",,,,,,,,,,,
152,BGR,Bangor International,Bangor,ME,386.25,614.47,"14,645",,,,,,,,,,,
153,SHV,Shreveport Regional,Shreveport,LA,409.29,651.14,"14,381",,,,,,,,,,,
154,JAC,Jackson Hole,Jackson,WY,486.00,773.16,"14,367",,,,,,,,,,,
155,ROA,Roanoke Blacksburg Regional,Roanoke,VA,437.07,695.33,"13,424",,,,,,,,,,,
156,BQN,Rafael Hernandez,Aguadilla,PR,204.24,324.92,"13,404",,,,,,,,,,,
157,DAB,Daytona Beach International,Daytona Beach,FL,335.54,533.81,"13,300",,,,,,,,,,,
158,GJT,Grand Junction Regional,Grand Junction,CO,419.72,667.72,"13,180",,,,,,,,,,,
159,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,385.27,612.92,"13,002",,,,,,,,,,,
160,BIS,Bismarck Municipal,Bismarck/Mandan,ND,421.64,670.78,"12,907",,,,,,,,,,,
161,CHO,Charlottesville Albemarle,Charlottesville,VA,461.08,733.52,"12,825",,,,,,,,,,,
162,CAK,Akron-Canton Regional,Akron,OH,261.09,415.37,"12,492",,,,,,,,,,,
163,MOB,Mobile Regional,Mobile,AL,435.02,692.06,"12,256",,,,,,,,,,,
164,GNV,Gainesville Regional,Gainesville,FL,410.00,652.26,"12,222",,,,,,,,,,,
165,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,416.39,662.42,"11,902",,,,,,,,,,,
166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,305.67,486.29,"11,792",,,,,,,,,,,
167,IDA,Idaho Falls Regional,Idaho Falls,ID,442.99,704.74,"11,705",,,,,,,,,,,
168,SBP,San Luis County Regional,San Luis Obispo,CA,398.23,633.54,"11,284",,,,,,,,,,,
169,EVV,Evansville Regional,Evansville,IN,388.27,617.69,"10,307",,,,,,,,,,,
170,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,405.21,644.65,"10,155",,,,,,,,,,,
171,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,419.96,668.10,"10,009",,,,,,,,,,,
172,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,289.72,460.91,"9,970",,,,,,,,,,,
173,JNU,Juneau International,Juneau,AK,374.91,596.44,"9,873",,,,,,,,,,,
174,MRY,Monterey Regional,Monterey,CA,447.86,712.50,"9,503",,,,,,,,,,,
175,BLI,Bellingham International,Bellingham,WA,356.31,566.84,"9,292",,,,,,,,,,,
176,TTN,Trenton Mercer,Trenton,NJ,385.07,612.60,"9,198",,,,,,,,,,,
177,MLB,Melbourne Orlando International,Melbourne,FL,389.21,619.18,"9,185",,,,,,,,,,,
178,DRO,Durango La Plata County,Durango,CO,437.97,696.75,"9,163",,,,,,,,,,,
179,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,448.09,712.86,"8,897",,,,,,,,,,,
180,BFL,Meadows Field,Bakersfield,CA,412.71,656.57,"8,531",,,,,,,,,,,
181,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,404.16,642.97,"8,170",,,,,,,,,,,
182,MOT,Minot International,Minot,ND,457.93,728.51,"7,755",,,,,,,,,,,
183,SGU,St George Regional,St. George,UT,378.92,602.81,"7,705",,,,,,,,,,,
184,GTF,Great Falls International,Great Falls,MT,435.29,692.49,"7,637",,,,,,,,,,,
185,RFD,Chicago/Rockford International,Rockford,IL,110.65,176.03,"7,383",,,,,,,,,,,
186,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,519.46,826.40,"7,337",,,,,,,,,,,
187,STX,Henry E. Rohlsen,Christiansted,VI,406.27,646.32,"7,334",,,,,,,,,,,
188,MTJ,Montrose Regional,Montrose/Delta,CO,458.80,729.89,"7,013",,,,,,,,,,,
189,SCE,University Park,State College,PA,453.55,721.54,"6,866",,,,,,,,,,,
190,DLH,Duluth International,Duluth,MN,500.35,795.99,"6,652",,,,,,,,,,,
191,MGM,Montgomery Regional,Montgomery,AL,389.85,620.20,"6,584",,,,,,,,,,,
192,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,431.95,687.18,"6,574",,,,,,,,,,,
193,HHH,Hilton Head Airport,Hilton Head,SC,435.19,692.33,"6,408",,,,,,,,,,,
194,LBE,Arnold Palmer Regional,Latrobe,PA,463.26,736.99,"6,136",,,,,,,,,,,
195,BRO,Brownsville South Padre Island International,Brownsville,TX,439.93,699.87,"6,127",,,,,,,,,,,
196,LAN,Capital Region International,Lansing,MI,346.40,551.08,"5,888",,,,,,,,,,,
197,LRD,Laredo International,Laredo,TX,397.07,631.68,"5,865",,,,,,,,,,,
198,AEX,Alexandria International,Alexandria,LA,399.19,635.07,"5,806",,,,,,,,,,,
199,CWA,Central Wisconsin,Mosinee,WI,374.82,596.29,"5,754",,,,,,,,,,,
200,TOL,Eugene F Kranz Toledo Express,Toledo,OH,323.21,514.18,"5,563",,,,,,,,,,,
201,LSE,La Crosse Regional,La Crosse,WI,411.95,655.37,"5,497",,,,,,,,,,,
202,EGE,Eagle County Regional,Eagle,CO,478.87,761.83,"5,285",,,,,,,,,,,
203,YUM,Yuma MCAS/Yuma International,Yuma,AZ,399.47,635.50,"5,255",,,,,,,,,,,
204,SCK,Stockton Metro,Stockton,CA,319.09,507.64,"5,232",,,,,,,,,,,
205,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,413.19,657.33,"5,176",,,,,,,,,,,
206,RST,Rochester International,Rochester,MN,426.08,677.84,"5,139",,,,,,,,,,,
207,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,235.86,375.22,"5,060",,,,,,,,,,,
208,LNK,Lincoln Airport,Lincoln,NE,358.99,571.11,"5,033",,,,,,,,,,,
209,ELM,Elmira/Corning Regional,Elmira/Corning,NY,395.54,629.25,"5,016",,,,,,,,,,,
210,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,377.34,600.30,"4,875",,,,,,,,,,,
211,MLU,Monroe Regional,Monroe,LA,406.17,646.16,"4,860",,,,,,,,,,,
212,FLG,Flagstaff Pulliam,Flagstaff,AZ,394.71,627.94,"4,845",,,,,,,,,,,
213,COU,Columbia Regional,Columbia,MO,409.98,652.22,"4,701",,,,,,,,,,,
214,HDN,Yampa Valley,Hayden,CO,462.53,735.84,"4,571",,,,,,,,,,,
215,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,425.05,676.20,"4,529",,,,,,,,,,,
216,ERI,Erie International/Tom Ridge Field,Erie,PA,352.32,560.50,"4,465",,,,,,,,,,,
217,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,444.13,706.56,"4,411",,,,,,,,,,,
218,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,506.14,805.21,"4,256",,,,,,,,,,,
219,ABI,Abilene Regional,Abilene,TX,375.57,597.48,"4,199",,,,,,,,,,,
220,ACK,Nantucket Memorial,Nantucket,MA,463.19,736.88,"4,191",,,,,,,,,,,
221,MBS,MBS International,Saginaw/Bay City/Midland,MI,372.31,592.31,"4,177",,,,,,,,,,,
222,GFK,Grand Forks International,Grand Forks,ND,440.98,701.55,"4,123",,,,,,,,,,,
223,SAF,Santa Fe Municipal,Santa Fe,NM,633.99,1008.60,"4,034",,,,,,,,,,,
224,SPI,Abraham Lincoln Capital,Springfield,IL,311.28,495.20,"4,033",,,,,,,,,,,
225,KTN,Ketchikan International,Ketchikan,AK,401.57,638.85,"4,031",,,,,,,,,,,
226,GUM,Guam International,Guam,TT,882.54,1404.01,"3,980",,,,,,,,,,,
227,BET,Bethel Airport,Bethel,AK,375.21,596.92,"3,893",,,,,,,,,,,
228,CPR,Casper/Natrona County International,Casper,WY,453.85,722.02,"3,792",,,,,,,,,,,
229,HLN,Helena Regional,Helena,MT,451.67,718.55,"3,759",,,,,,,,,,,
230,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,424.84,675.87,"3,753",,,,,,,,,,,
231,GRI,Central Nebraska Regional,Grand Island,NE,339.18,539.60,"3,669",,,,,,,,,,,
232,CLL,Easterwood Field,College Station/Bryan,TX,450.67,716.95,"3,608",,,,,,,,,,,
233,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,438.91,698.25,"3,513",,,,,,,,,,,
234,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,386.18,614.36,"3,452",,,,,,,,,,,
235,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,385.89,613.90,"3,427",,,,,,,,,,,
236,CMI,University of Illinois/Willard,Champaign/Urbana,IL,410.08,652.39,"3,301",,,,,,,,,,,
237,RDD,Redding Municipal,Redding,CA,397.80,632.85,"3,292",,,,,,,,,,,
238,LCH,Lake Charles Regional,Lake Charles,LA,451.33,718.01,"3,278",,,,,,,,,,,
239,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,450.24,716.27,"3,259",,,,,,,,,,,
240,MQT,Sawyer International,Marquette,MI,364.78,580.31,"3,013",,,,,,,,,,,
241,PUW,Pullman Moscow Regional,Pullman,WA,337.90,537.56,"2,983",,,,,,,,,,,
242,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,330.97,526.54,"2,852",,,,,,,,,,,
243,EAT,Pangborn Memorial,Wenatchee,WA,306.99,488.38,"2,816",,,,,,,,,,,
244,SIT,Sitka Rocky Gutierrez,Sitka,AK,325.27,517.46,"2,765",,,,,,,,,,,
245,PSM,Portsmouth International at Pease,Portsmouth,NH,116.11,184.72,"2,731",,,,,,,,,,,
246,CSG,Columbus Airport,Columbus,GA,429.36,683.06,"2,693",,,,,,,,,,,
247,ADQ,Kodiak Airport,Kodiak,AK,544.01,865.45,"2,681",,,,,,,,,,,
248,FSM,Fort Smith Regional,Fort Smith,AR,389.32,619.36,"2,626",,,,,,,,,,,
249,ROW,Roswell Air Center,Roswell,NM,633.91,1008.47,"2,572",,,,,,,,,,,
250,ACT,Waco Regional,Waco,TX,385.71,613.61,"2,483",,,,,,,,,,,
251,TYR,Tyler Pounds Regional,Tyler,TX,406.74,647.07,"2,461",,,,,,,,,,,
252,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,506.65,806.01,"2,432",,,,,,,,,,,
253,PSE,Mercedita,Ponce,PR,430.67,685.14,"2,413",,,,,,,,,,,
254,VLD,Valdosta Regional,Valdosta,GA,423.07,673.06,"2,294",,,,,,,,,,,
255,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,407.16,647.75,"2,244",,,,,,,,,,,
256,ALW,Walla Walla Regional,Walla Walla,WA,338.76,538.92,"2,204",,,,,,,,,,,
257,HVN,Tweed New Haven,New Haven,CT,442.96,704.70,"2,188",,,,,,,,,,,
258,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,389.67,619.91,"2,184",,,,,,,,,,,
259,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,413.93,658.52,"2,126",,,,,,,,,,,
260,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,477.64,759.87,"2,065",,,,,,,,,,,
261,DHN,Dothan Regional,Dothan,AL,473.37,753.07,"1,974",,,,,,,,,,,
262,GTR,Golden Triangle Regional,Columbus,MS,463.40,737.22,"1,955",,,,,,,,,,,
263,PGV,Pitt Greenville,Greenville,NC,386.65,615.11,"1,953",,,,,,,,,,,
264,LWS,Lewiston Nez Perce County,Lewiston,ID,326.28,519.08,"1,877",,,,,,,,,,,
265,ABY,Southwest Georgia Regional,Albany,GA,493.83,785.62,"1,804",,,,,,,,,,,
266,TXK,Texarkana Regional-Webb Field,Texarkana,AR,435.68,693.11,"1,730",,,,,,,,,,,
267,COD,Yellowstone Regional,Cody,WY,465.93,741.23,"1,713",,,,,,,,,,,
268,GCK,Garden City Regional,Garden City,KS,447.50,711.91,"1,657",,,,,,,,,,,
269,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,457.77,728.26,"1,639",,,,,,,,,,,
270,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,416.25,662.20,"1,631",,,,,,,,,,,
271,OTZ,Ralph Wien Memorial,Kotzebue,AK,450.33,716.42,"1,608",,,,,,,,,,,
272,BJI,Bemidji Regional,Bemidji,MN,444.02,706.38,"1,603",,,,,,,,,,,
273,BQK,Brunswick Golden Isles,Brunswick,GA,366.56,583.16,"1,518",,,,,,,,,,,
274,OME,Nome Airport,Nome,AK,490.65,780.56,"1,505",,,,,,,,,,,
275,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,445.78,709.19,"1,479",,,,,,,,,,,
276,GGG,East Texas Regional,Longview,TX,416.40,662.43,"1,477",,,,,,,,,,,
