Average Domestic Airline Itinerary Fares By Origin City for 2010 Ranked by Total Number of Domestic Passengers in 2021,,,,,,,,,,,,,,,,,,
2021 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2022),2021 Passengers (10% sample),,,,,,,,,,,
27,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,371.80,499.00," 308,850 ",,,,,,,,,,,
28,CLT,Charlotte Douglas International,Charlotte,NC,362.96,487.14," 291,628 ",,,,,,,,,,,
29,BNA,Nashville International,Nashville,TN,329.25,441.89," 290,447 ",,,,,,,,,,,
30,SMF,Sacramento International,Sacramento,CA,311.26,417.74," 265,377 ",,,,,,,,,,,
31,MDW,Chicago Midway International,Chicago-Midway,IL,271.54,364.44," 254,220 ",,,,,,,,,,,
32,RDU,Raleigh-Durham International,Raleigh/Durham,NC,305.26,409.70," 241,426 ",,,,,,,,,,,
33,STL,St Louis Lambert International,St. Louis,MO,315.50,423.43," 227,117 ",,,,,,,,,,,
34,SJU,Luis Munoz Marin International,San Juan,PR,290.40,389.75," 221,048 ",,,,,,,,,,,
35,DAL,Dallas Love Field,Dallas-Love Field,TX,254.55,341.64," 213,582 ",,,,,,,,,,,
36,MCI,Kansas City International,Kansas City,MO,305.98,410.66," 207,664 ",,,,,,,,,,,
37,IND,Indianapolis International,Indianapolis,IN,309.38,415.22," 206,535 ",,,,,,,,,,,
38,HNL,Daniel K Inouye International,Honolulu,HI,321.40,431.35," 201,225 ",,,,,,,,,,,
39,CLE,Cleveland-Hopkins International,Cleveland,OH,380.98,511.32," 199,421 ",,,,,,,,,,,
40,SJC,Norman Y. Mineta San Jose International,San Jose,CA,290.86,390.37," 194,429 ",,,,,,,,,,,
41,OAK,Metro Oakland International,Oakland,CA,269.17,361.25," 194,387 ",,,,,,,,,,,
42,MSY,Louis Armstrong New Orleans International,New Orleans,LA,308.34,413.82," 188,154 ",,,,,,,,,,,
43,IAD,Washington Dulles International,Washington-Dulles,DC,419.38,562.85," 187,452 ",,,,,,,,,,,
44,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,424.10,569.19," 183,219 ",,,,,,,,,,,
45,SNA,John Wayne Airport-Orange County,Santa Ana,CA,323.05,433.57," 182,534 ",,,,,,,,,,,
46,PIT,Pittsburgh International,Pittsburgh,PA,306.58,411.47," 181,455 ",,,,,,,,,,,
47,SAT,San Antonio International,San Antonio,TX,325.31,436.60," 180,661 ",,,,,,,,,,,
48,HOU,William P Hobby,Houston-Hobby,TX,283.67,380.72," 173,112 ",,,,,,,,,,,
49,CMH,John Glenn Columbus International,Columbus,OH,309.50,415.39," 167,522 ",,,,,,,,,,,
50,RSW,Southwest Florida International,Fort Myers,FL,256.41,344.13," 164,832 ",,,,,,,,,,,
51,BDL,Bradley International,Hartford,CT,374.63,502.80," 142,941 ",,,,,,,,,,,
52,MKE,General Mitchell International,Milwaukee,WI,258.74,347.26," 131,320 ",,,,,,,,,,,
53,JAX,Jacksonville International,Jacksonville,FL,306.94,411.95," 129,900 ",,,,,,,,,,,
54,ONT,Ontario International,Ontario,CA,300.16,402.85," 128,292 ",,,,,,,,,,,
55,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,280.65,376.67," 120,424 ",,,,,,,,,,,
56,OMA,Eppley Airfield,Omaha,NE,330.96,444.19," 106,587 ",,,,,,,,,,,
57,MEM,Memphis International,Memphis,TN,428.29,574.81," 106,166 ",,,,,,,,,,,
58,RIC,Richmond International,Richmond,VA,338.83,454.74," 99,005 ",,,,,,,,,,,
59,BOI,Boise Air Terminal,Boise,ID,317.00,425.45," 97,566 ",,,,,,,,,,,
60,BUR,Bob Hope,Burbank,CA,260.17,349.18," 97,139 ",,,,,,,,,,,
61,ORF,Norfolk International,Norfolk,VA,360.08,483.27," 96,550 ",,,,,,,,,,,
62,CHS,Charleston AFB/International,Charleston,SC,452.77,607.67," 92,905 ",,,,,,,,,,,
63,GRR,Gerald R. Ford International,Grand Rapids,MI,377.29,506.37," 91,893 ",,,,,,,,,,,
64,OKC,Will Rogers World,Oklahoma City,OK,367.57,493.33," 91,480 ",,,,,,,,,,,
65,SDF,Louisville Muhammad Ali International,Louisville,KY,348.22,467.35," 88,375 ",,,,,,,,,,,
66,ANC,Ted Stevens Anchorage International,Anchorage,AK,547.98,735.45," 86,440 ",,,,,,,,,,,
67,GEG,Spokane International,Spokane,WA,309.37,415.20," 86,252 ",,,,,,,,,,,
68,ABQ,Albuquerque International Sunport,Albuquerque,NM,322.75,433.17," 85,944 ",,,,,,,,,,,
69,BUF,Buffalo Niagara International,Buffalo,NY,277.08,371.87," 83,896 ",,,,,,,,,,,
70,ELP,El Paso International,El Paso,TX,338.99,454.96," 83,186 ",,,,,,,,,,,
71,RNO,Reno/Tahoe International,Reno,NV,299.13,401.47," 81,805 ",,,,,,,,,,,
72,OGG,Kahului Airport,Kahului,HI,233.60,313.52," 74,704 ",,,,,,,,,,,
73,TUS,Tucson International,Tucson,AZ,338.32,454.06," 70,359 ",,,,,,,,,,,
74,PVD,Rhode Island Tf Green International,Providence,RI,325.95,437.47," 68,118 ",,,,,,,,,,,
75,DSM,Des Moines International,Des Moines,IA,403.23,541.18," 67,129 ",,,,,,,,,,,
76,TUL,Tulsa International,Tulsa,OK,359.79,482.88," 64,735 ",,,,,,,,,,,
77,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,351.80,472.16," 62,393 ",,,,,,,,,,,
78,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,284.10,381.29," 62,011 ",,,,,,,,,,,
79,SAV,Savannah/Hilton Head International,Savannah,GA,421.04,565.08," 57,556 ",,,,,,,,,,,
80,ALB,Albany International,Albany,NY,374.06,502.03," 57,118 ",,,,,,,,,,,
81,LGB,Long Beach Airport,Long Beach,CA,236.35,317.20," 57,022 ",,,,,,,,,,,
82,PNS,Pensacola International,Pensacola,FL,375.26,503.63," 54,946 ",,,,,,,,,,,
83,SYR,Syracuse Hancock International,Syracuse,NY,366.80,492.29," 52,889 ",,,,,,,,,,,
84,FAT,Fresno Yosemite International,Fresno,CA,413.11,554.43," 52,418 ",,,,,,,,,,,
85,TYS,McGhee Tyson,Knoxville,TN,436.15,585.36," 49,200 ",,,,,,,,,,,
86,GSP,Greenville-Spartanburg International,Greer,SC,424.49,569.71," 49,148 ",,,,,,,,,,,
87,COS,City of Colorado Springs Municipal,Colorado Springs,CO,385.05,516.79," 48,798 ",,,,,,,,,,,
88,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,357.94,480.39," 48,278 ",,,,,,,,,,,
89,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,305.63,410.19," 47,981 ",,,,,,,,,,,
90,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,240.24,322.42," 44,410 ",,,,,,,,,,,
91,MYR,Myrtle Beach International,Myrtle Beach,SC,253.14,339.75," 44,035 ",,,,,,,,,,,
92,PWM,Portland International Jetport,Portland,ME,348.05,467.12," 43,040 ",,,,,,,,,,,
93,MSN,Dane County Regional-Truax Field,Madison,WI,390.58,524.21," 42,256 ",,,,,,,,,,,
94,BZN,Bozeman Yellowstone International,Bozeman,MT,425.01,570.41," 39,718 ",,,,,,,,,,,
95,SFB,Orlando Sanford International,Sanford,FL,129.27,173.50," 39,522 ",,,,,,,,,,,
96,PSP,Palm Springs International,Palm Springs,CA,385.62,517.55," 39,514 ",,,,,,,,,,,
97,PIE,St Pete Clearwater International,St. Petersburg,FL,124.40,166.96," 37,944 ",,,,,,,,,,,
98,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,344.50,462.36," 37,538 ",,,,,,,,,,,
99,GSO,Piedmont Triad International,Greensboro/High Point,NC,371.71,498.88," 35,317 ",,,,,,,,,,,
100,HPN,Westchester County,White Plains,NY,298.18,400.19," 35,091 ",,,,,,,,,,,
101,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,401.45,538.79," 33,692 ",,,,,,,,,,,
102,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,155.31,208.44," 33,615 ",,,,,,,,,,,
103,AVL,Asheville Regional,Asheville,NC,371.87,499.09," 33,509 ",,,,,,,,,,,
104,XNA,Northwest Arkansas National,Fayetteville,AR,461.93,619.96," 33,498 ",,,,,,,,,,,
105,EUG,Mahlon Sweet Field,Eugene,OR,371.56,498.67," 33,026 ",,,,,,,,,,,
106,LIH,Lihue Airport,Lihue,HI,212.28,284.91," 32,532 ",,,,,,,,,,,
107,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,496.58,666.47," 31,183 ",,,,,,,,,,,
108,MDT,Harrisburg International,Harrisburg,PA,381.49,512.00," 30,949 ",,,,,,,,,,,
109,DAY,James M Cox/Dayton International,Dayton,OH,322.14,432.35," 30,855 ",,,,,,,,,,,
110,FSD,Joe Foss Field,Sioux Falls,SD,420.68,564.59," 29,802 ",,,,,,,,,,,
111,MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,389.56,522.84," 29,251 ",,,,,,,,,,,
112,PGD,Punta Gorda Airport,Punta Gorda,FL,97.96,131.47," 28,272 ",,,,,,,,,,,
113,ISP,Long Island MacArthur,Islip,NY,275.20,369.35," 28,265 ",,,,,,,,,,,
114,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,379.80,509.74," 27,916 ",,,,,,,,,,,
115,LEX,Blue Grass,Lexington,KY,378.85,508.46," 27,888 ",,,,,,,,,,,
116,MAF,Midland International Air and Space Port,Midland/Odessa,TX,316.15,424.31," 27,625 ",,,,,,,,,,,
117,ECP,Northwest Florida Beaches International,Panama City,FL,354.89,476.31," 26,867 ",,,,,,,,,,,
118,SGF,Springfield-Branson National,Springfield,MO,397.49,533.48," 26,473 ",,,,,,,,,,,
119,MHT,Manchester Boston Regional,Manchester,NH,327.31,439.29," 26,222 ",,,,,,,,,,,
120,MFR,Rogue Valley International - Medford,Medford,OR,354.20,475.38," 26,110 ",,,,,,,,,,,
121,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,461.97,620.01," 25,469 ",,,,,,,,,,,
122,ILM,Wilmington International,Wilmington,NC,360.65,484.03," 24,558 ",,,,,,,,,,,
123,FAR,Hector International,Fargo,ND,398.79,535.22," 24,510 ",,,,,,,,,,,
124,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,318.29,427.18," 24,153 ",,,,,,,,,,,
125,CAE,Columbia Metropolitan,Columbia,SC,488.41,655.51," 24,128 ",,,,,,,,,,,
126,SBA,Santa Barbara Municipal,Santa Barbara,CA,417.59,560.45," 23,984 ",,,,,,,,,,,
127,RDM,Roberts Field,Bend/Redmond,OR,334.31,448.69," 23,093 ",,,,,,,,,,,
128,ATW,Appleton International,Appleton,WI,385.87,517.89," 22,839 ",,,,,,,,,,,
129,FWA,Fort Wayne International,Fort Wayne,IN,391.82,525.86," 22,770 ",,,,,,,,,,,
130,CHA,Lovell Field,Chattanooga,TN,390.55,524.16," 22,081 ",,,,,,,,,,,
131,LBB,Lubbock Preston Smith International,Lubbock,TX,313.33,420.53," 21,979 ",,,,,,,,,,,
132,SBN,South Bend International,South Bend,IN,360.41,483.71," 21,936 ",,,,,,,,,,,
133,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,388.55,521.48," 21,441 ",,,,,,,,,,,
134,BTV,Burlington International,Burlington,VT,376.02,504.66," 21,231 ",,,,,,,,,,,
135,FAI,Fairbanks International,Fairbanks,AK,564.99,758.28," 20,659 ",,,,,,,,,,,
136,BIL,Billings Logan International,Billings,MT,388.69,521.67," 19,384 ",,,,,,,,,,,
137,MSO,Missoula Montana,Missoula,MT,413.29,554.69," 19,023 ",,,,,,,,,,,
138,ACY,Atlantic City International,Atlantic City,NJ,168.71,226.43," 18,671 ",,,,,,,,,,,
139,STT,Cyril E King,Charlotte Amalie,VI,400.33,537.29," 18,308 ",,,,,,,,,,,
140,ITO,Hilo International,Hilo,HI,187.33,251.41," 17,964 ",,,,,,,,,,,
141,TLH,Tallahassee International,Tallahassee,FL,457.31,613.76," 17,768 ",,,,,,,,,,,
142,EYW,Key West International,Key West,FL,385.81,517.80," 17,045 ",,,,,,,,,,,
143,FCA,Glacier Park International,Kalispell,MT,460.77,618.41," 16,984 ",,,,,,,,,,,
144,HRL,Valley International,Harlingen/San Benito,TX,281.47,377.76," 16,866 ",,,,,,,,,,,
145,FNT,Bishop International,Flint,MI,298.40,400.49," 16,829 ",,,,,,,,,,,
146,PIA,General Downing - Peoria International,Peoria,IL,345.92,464.27," 16,755 ",,,,,,,,,,,
147,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,400.71,537.79," 16,605 ",,,,,,,,,,,
148,MLI,Quad Cities International,Moline,IL,350.41,470.29," 16,008 ",,,,,,,,,,,
149,AMA,Rick Husband Amarillo International,Amarillo,TX,316.02,424.14," 15,963 ",,,,,,,,,,,
150,CRP,Corpus Christi International,Corpus Christi,TX,388.46,521.36," 15,672 ",,,,,,,,,,,
151,AGS,Augusta Regional at Bush Field,Augusta,GA,429.24,576.08," 15,230 ",,,,,,,,,,,
152,GRB,Green Bay Austin Straubel International,Green Bay,WI,393.77,528.48," 15,022 ",,,,,,,,,,,
153,TVC,Cherry Capital,Traverse City,MI,530.23,711.63," 15,003 ",,,,,,,,,,,
154,RAP,Rapid City Regional,Rapid City,SD,388.47,521.37," 15,000 ",,,,,,,,,,,
155,BGR,Bangor International,Bangor,ME,412.81,554.03," 14,645 ",,,,,,,,,,,
156,SHV,Shreveport Regional,Shreveport,LA,540.80,725.82," 14,381 ",,,,,,,,,,,
157,JAC,Jackson Hole,Jackson,WY,481.79,646.62," 14,367 ",,,,,,,,,,,
158,ROA,Roanoke Blacksburg Regional,Roanoke,VA,413.74,555.28," 13,424 ",,,,,,,,,,,
159,BQN,Rafael Hernandez,Aguadilla,PR,227.90,305.86," 13,404 ",,,,,,,,,,,
160,DAB,Daytona Beach International,Daytona Beach,FL,322.72,433.13," 13,300 ",,,,,,,,,,,
161,GJT,Grand Junction Regional,Grand Junction,CO,384.01,515.38," 13,180 ",,,,,,,,,,,
162,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,443.22,594.86," 13,002 ",,,,,,,,,,,
163,BIS,Bismarck Municipal,Bismarck/Mandan,ND,454.05,609.39," 12,907 ",,,,,,,,,,,
164,CHO,Charlottesville Albemarle,Charlottesville,VA,436.04,585.21," 12,825 ",,,,,,,,,,,
165,CAK,Akron-Canton Regional,Akron,OH,279.80,375.52," 12,492 ",,,,,,,,,,,
166,MOB,Mobile Regional,Mobile,AL,504.17,676.65," 12,256 ",,,,,,,,,,,
167,GNV,Gainesville Regional,Gainesville,FL,409.57,549.69," 12,222 ",,,,,,,,,,,
168,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,440.70,591.46," 11,902 ",,,,,,,,,,,
169,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,385.90,517.92," 11,792 ",,,,,,,,,,,
170,IDA,Idaho Falls Regional,Idaho Falls,ID,462.44,620.65," 11,705 ",,,,,,,,,,,
171,SBP,San Luis County Regional,San Luis Obispo,CA,411.93,552.86," 11,284 ",,,,,,,,,,,
172,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,245.77,329.86," 10,338 ",,,,,,,,,,,
173,EVV,Evansville Regional,Evansville,IN,460.11,617.51," 10,307 ",,,,,,,,,,,
174,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,443.72,595.52," 10,155 ",,,,,,,,,,,
175,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,397.41,533.37," 10,009 ",,,,,,,,,,,
176,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,308.99,414.69," 9,970 ",,,,,,,,,,,
177,JNU,Juneau International,Juneau,AK,484.26,649.94," 9,873 ",,,,,,,,,,,
178,MRY,Monterey Regional,Monterey,CA,413.90,555.49," 9,503 ",,,,,,,,,,,
179,BLI,Bellingham International,Bellingham,WA,220.62,296.10," 9,292 ",,,,,,,,,,,
180,MLB,Melbourne Orlando International,Melbourne,FL,348.21,467.34," 9,185 ",,,,,,,,,,,
181,DRO,Durango La Plata County,Durango,CO,378.52,508.02," 9,163 ",,,,,,,,,,,
182,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,442.54,593.94," 8,897 ",,,,,,,,,,,
183,BFL,Meadows Field,Bakersfield,CA,475.75,638.51," 8,531 ",,,,,,,,,,,
184,GRK,Robert Gray AAF,Killeen,TX,443.79,595.61," 8,517 ",,,,,,,,,,,
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,402.40,540.07," 8,170 ",,,,,,,,,,,
186,MOT,Minot International,Minot,ND,612.43,821.95," 7,755 ",,,,,,,,,,,
187,SGU,St George Regional,St. George,UT,163.85,219.91," 7,705 ",,,,,,,,,,,
188,GTF,Great Falls International,Great Falls,MT,417.07,559.75," 7,637 ",,,,,,,,,,,
189,RFD,Chicago/Rockford International,Rockford,IL,202.43,271.69," 7,383 ",,,,,,,,,,,
190,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,460.61,618.20," 7,337 ",,,,,,,,,,,
191,STX,Henry E. Rohlsen,Christiansted,VI,478.88,642.71," 7,334 ",,,,,,,,,,,
192,MTJ,Montrose Regional,Montrose/Delta,CO,466.92,626.66," 7,013 ",,,,,,,,,,,
193,SCE,University Park,State College,PA,440.85,591.67," 6,866 ",,,,,,,,,,,
194,DLH,Duluth International,Duluth,MN,418.28,561.38," 6,652 ",,,,,,,,,,,
195,MGM,Montgomery Regional,Montgomery,AL,447.45,600.52," 6,584 ",,,,,,,,,,,
196,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,231.57,310.80," 6,574 ",,,,,,,,,,,
197,HHH,Hilton Head Airport,Hilton Head,SC,439.29,589.58," 6,408 ",,,,,,,,,,,
198,BRO,Brownsville South Padre Island International,Brownsville,TX,437.44,587.10," 6,127 ",,,,,,,,,,,
199,LAN,Capital Region International,Lansing,MI,482.76,647.92," 5,888 ",,,,,,,,,,,
200,LRD,Laredo International,Laredo,TX,349.74,469.39," 5,865 ",,,,,,,,,,,
201,AEX,Alexandria International,Alexandria,LA,486.48,652.91," 5,806 ",,,,,,,,,,,
202,CWA,Central Wisconsin,Mosinee,WI,362.30,486.24," 5,754 ",,,,,,,,,,,
203,TOL,Eugene F Kranz Toledo Express,Toledo,OH,308.16,413.59," 5,563 ",,,,,,,,,,,
204,LSE,La Crosse Regional,La Crosse,WI,520.68,698.81," 5,497 ",,,,,,,,,,,
205,EGE,Eagle County Regional,Eagle,CO,486.45,652.87," 5,285 ",,,,,,,,,,,
206,YUM,Yuma MCAS/Yuma International,Yuma,AZ,471.38,632.65," 5,255 ",,,,,,,,,,,
207,SCK,Stockton Metro,Stockton,CA,121.55,163.14," 5,232 ",,,,,,,,,,,
208,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,563.92,756.84," 5,176 ",,,,,,,,,,,
209,RST,Rochester International,Rochester,MN,407.03,546.27," 5,139 ",,,,,,,,,,,
210,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,293.62,394.07," 5,060 ",,,,,,,,,,,
211,LNK,Lincoln Airport,Lincoln,NE,433.04,581.19," 5,033 ",,,,,,,,,,,
212,ELM,Elmira/Corning Regional,Elmira/Corning,NY,356.11,477.94," 5,016 ",,,,,,,,,,,
213,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,408.37,548.08," 4,875 ",,,,,,,,,,,
214,MLU,Monroe Regional,Monroe,LA,479.22,643.16," 4,860 ",,,,,,,,,,,
215,FLG,Flagstaff Pulliam,Flagstaff,AZ,416.11,558.46," 4,845 ",,,,,,,,,,,
216,COU,Columbia Regional,Columbia,MO,394.07,528.88," 4,701 ",,,,,,,,,,,
217,HDN,Yampa Valley,Hayden,CO,446.70,599.53," 4,571 ",,,,,,,,,,,
218,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,408.05,547.65," 4,529 ",,,,,,,,,,,
219,ERI,Erie International/Tom Ridge Field,Erie,PA,344.32,462.12," 4,465 ",,,,,,,,,,,
220,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,317.18,425.68," 4,411 ",,,,,,,,,,,
221,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,391.67,525.66," 4,256 ",,,,,,,,,,,
222,ABI,Abilene Regional,Abilene,TX,466.27,625.78," 4,199 ",,,,,,,,,,,
223,ACK,Nantucket Memorial,Nantucket,MA,293.88,394.42," 4,191 ",,,,,,,,,,,
224,MBS,MBS International,Saginaw/Bay City/Midland,MI,470.47,631.42," 4,177 ",,,,,,,,,,,
225,GFK,Grand Forks International,Grand Forks,ND,413.64,555.15," 4,123 ",,,,,,,,,,,
226,SAF,Santa Fe Municipal,Santa Fe,NM,418.18,561.25," 4,034 ",,,,,,,,,,,
227,SPI,Abraham Lincoln Capital,Springfield,IL,342.62,459.83," 4,033 ",,,,,,,,,,,
228,KTN,Ketchikan International,Ketchikan,AK,479.38,643.38," 4,031 ",,,,,,,,,,,
229,GUM,Guam International,Guam,TT,1659.01,2226.58," 3,980 ",,,,,,,,,,,
230,BET,Bethel Airport,Bethel,AK,455.52,611.36," 3,893 ",,,,,,,,,,,
231,CPR,Casper/Natrona County International,Casper,WY,410.27,550.63," 3,792 ",,,,,,,,,,,
232,HLN,Helena Regional,Helena,MT,518.35,695.69," 3,759 ",,,,,,,,,,,
233,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,225.97,303.28," 3,753 ",,,,,,,,,,,
234,GRI,Central Nebraska Regional,Grand Island,NE,193.22,259.33," 3,669 ",,,,,,,,,,,
235,CLL,Easterwood Field,College Station/Bryan,TX,472.95,634.76," 3,608 ",,,,,,,,,,,
236,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,439.11,589.34," 3,513 ",,,,,,,,,,,
237,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,347.12,465.87," 3,452 ",,,,,,,,,,,
238,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,450.42,604.52," 3,427 ",,,,,,,,,,,
239,CMI,University of Illinois/Willard,Champaign/Urbana,IL,480.06,644.29," 3,301 ",,,,,,,,,,,
240,RDD,Redding Municipal,Redding,CA,347.13,465.89," 3,292 ",,,,,,,,,,,
241,LCH,Lake Charles Regional,Lake Charles,LA,443.89,595.75," 3,278 ",,,,,,,,,,,
242,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,370.78,497.63," 3,259 ",,,,,,,,,,,
243,MQT,Sawyer International,Marquette,MI,432.27,580.15," 3,013 ",,,,,,,,,,,
244,PUW,Pullman Moscow Regional,Pullman,WA,315.80,423.83," 2,983 ",,,,,,,,,,,
245,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,391.64,525.63," 2,852 ",,,,,,,,,,,
246,EAT,Pangborn Memorial,Wenatchee,WA,350.83,470.85," 2,816 ",,,,,,,,,,,
247,SIT,Sitka Rocky Gutierrez,Sitka,AK,442.58,594.00," 2,765 ",,,,,,,,,,,
248,CSG,Columbus Airport,Columbus,GA,530.52,712.02," 2,693 ",,,,,,,,,,,
249,ADQ,Kodiak Airport,Kodiak,AK,651.24,874.04," 2,681 ",,,,,,,,,,,
250,FSM,Fort Smith Regional,Fort Smith,AR,454.85,610.46," 2,626 ",,,,,,,,,,,
251,ROW,Roswell Air Center,Roswell,NM,445.19,597.50," 2,572 ",,,,,,,,,,,
252,ACT,Waco Regional,Waco,TX,437.30,586.91," 2,483 ",,,,,,,,,,,
253,TYR,Tyler Pounds Regional,Tyler,TX,441.20,592.14," 2,461 ",,,,,,,,,,,
254,PBG,Plattsburgh International,Plattsburgh,NY,230.21,308.96," 2,456 ",,,,,,,,,,,
255,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,420.72,564.65," 2,432 ",,,,,,,,,,,
256,PSE,Mercedita,Ponce,PR,221.53,297.32," 2,413 ",,,,,,,,,,,
257,VLD,Valdosta Regional,Valdosta,GA,488.35,655.43," 2,294 ",,,,,,,,,,,
258,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,488.04,655.00," 2,244 ",,,,,,,,,,,
259,ALW,Walla Walla Regional,Walla Walla,WA,348.03,467.10," 2,204 ",,,,,,,,,,,
260,HVN,Tweed New Haven,New Haven,CT,377.24,506.30," 2,188 ",,,,,,,,,,,
261,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,161.58,216.86," 2,184 ",,,,,,,,,,,
262,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,400.23,537.15," 2,126 ",,,,,,,,,,,
